114.0   0.0  14   0   0 CM Kalimantan
104.0  16.5  16   0   0 CM KP
117.0  15.0  15   0   0 CM SCS Basin
100.0   2.0  15 -45   0 LM Sumatra
109.0  25.0  18  10   0 LM SCFB
109.0  -7.5  15   0   0 LM Java
103.5   6.0  13   0   0 LM Sunda Shelf
118.7   3.5  13   0   0 LM Celebes Sea
118.0   8.0  13   0   0 LM Sulu Sea
 99.5   9.0  14 -50   0 LM Malaysia
109.0  19.0  13   0   0 LM HI 
107.5  18.5  13   -45 0 LM YB
110.3  17.3  13   0   0 LM QB
110.5   4.0  13   0   0 LM LB 
