113.785 37.8148 37.1251 26.1088 99.9475 25.8317 98.8518 8 Rc
186.892 62.5016 61.2481 26.1088 99.9475 25.0289 98.5197 8 Rc
63.4459 21.0847 21.0018 26.1088 99.9475 25.6093 100.254 8 Rc
241.119 79.446 79.3391 26.1088 99.9475 24.0357 99.2454 8 Rc
62.6803 21.0323 20.6789 26.1088 99.9475 25.8854 99.3717 8 Rc
161.642 52.9956 52.7697 23.8785 100.069 24.4245 98.5925 8 Rc
193.36 63.2744 63.2699 23.8785 100.069 25.6093 100.254 8 Rc
204.292 67.1794 66.3549 23.8785 100.069 24.0851 98.0709 8 Rc
85.496 28.5911 27.849 23.8785 100.069 24.0357 99.2454 8 Rc
233.978 75.9571 76.3639 23.8785 100.069 25.8854 99.3717 8 Rc
158.635 50.7211 51.9943 25.8317 98.8518 24.4245 98.5925 8 Rc
95.2933 31.1091 31.1881 25.8317 98.8518 25.0289 98.5197 8 Rc
142.629 47.6334 46.7283 25.8317 98.8518 25.6093 100.254 8 Rc
209.559 67.591 68.4638 25.8317 98.8518 24.0851 98.0709 8 Rc
203.611 65.2243 66.655 25.8317 98.8518 24.0357 99.2454 8 Rc
52.3635 17.332 16.8838 25.8317 98.8518 25.8854 99.3717 8 Rc
213.033 70.3473 70.1795 24.4245 98.5925 25.6093 100.254 8 Rc
64.9649 20.9909 21.1178 24.4245 98.5925 24.0851 98.0709 8 Rc
79.0696 25.7371 25.7833 24.4245 98.5925 24.0357 99.2454 8 Rc
180.384 58.0163 58.8928 24.4245 98.5925 25.8854 99.3717 8 Rc
157.381 52.319 51.5228 24.4245 98.5925 24.4348 100.147 8 Rc
185.881 61.9397 61.3812 25.0289 98.5197 25.6093 100.254 8 Rc
114.34 37.1102 37.2359 25.0289 98.5197 24.0851 98.0709 8 Rc
128.013 42.2247 41.8439 25.0289 98.5197 25.8854 99.3717 8 Rc
177.128 57.4941 58.1203 25.0289 98.5197 24.4348 100.147 8 Rc
277.923 90.7889 91.2712 25.6093 100.254 24.0851 98.0709 8 Rc
202.427 66.2587 66.6431 25.6093 100.254 24.0357 99.2454 8 Rc
93.5478 31.3519 31.0103 25.6093 100.254 25.8854 99.3717 8 Rc
119.378 38.7917 38.7975 24.0851 98.0709 24.0357 99.2454 8 Rc
239.291 77.5558 77.9915 24.0851 98.0709 25.8854 99.3717 8 Rc
214.025 70.0686 69.8332 24.0851 98.0709 24.4348 100.147 8 Rc
101.619 33.1375 33.1596 24.0357 99.2454 24.4348 100.147 8 Rc
179.181 57.7816 58.5421 25.8854 99.3717 24.4348 100.147 8 Rc
127.9 42.7988 42.016 26.3578 98.8863 26.36 100.17 8 Rc
138.553 46.6241 45.6509 26.3578 98.8863 26.1294 100.252 8 Rc
56.8416 18.9314 18.4742 26.3578 98.8863 26.204 99.43 8 Rc
95.7621 31.1888 30.8295 26.3578 98.8863 25.6322 99.4024 8 Rc
172.623 57.616 56.8702 26.3578 98.8863 25.85 100.52 8 Rc
202.441 67.5297 66.7013 26.3578 98.8863 25.9242 100.856 8 Rc
112.073 37.0502 36.6266 26.3578 98.8863 25.8146 99.8316 8 Rc
123.819 40.9644 40.2019 26.3578 98.8863 25.541 99.728 8 Rc
143.897 47.4533 46.7235 26.3578 98.8863 25.3419 99.7771 8 Rc
195.726 65.8456 64.5093 26.3578 98.8863 25.35 100.49 8 Rc
200.134 66.4986 65.4336 26.3578 98.8863 25.0148 100.216 8 Rc
189.865 63.1746 62.3904 26.3578 98.8863 25.24 100.32 8 Rc
218.866 73.6254 71.9987 26.3578 98.8863 25.0541 100.523 8 Rc
218.083 72.0864 71.9921 26.3578 98.8863 25.5945 100.896 8 Rc
183.666 60.9357 60.5236 26.3578 98.8863 25.5666 100.499 8 Rc
231.968 77.9411 76.6719 26.3578 98.8863 25.323 100.899 8 Rc
130.992 43.3793 43.0823 26.3578 98.8863 25.91 100.1 8 Rc
170.538 57.1967 56.0327 26.3578 98.8863 26.2944 100.596 8 Rc
138.292 44.1193 44.7481 26.3578 98.8863 25.2175 98.3349 8 Rc
183.431 58.8032 59.6936 26.3578 98.8863 24.7484 98.4849 8 Rc
129.214 41.3392 41.6962 26.3578 98.8863 25.1964 98.8431 8 Rc
100.913 33.5015 32.4067 26.3578 98.8863 25.4505 98.8634 8 Rc
157.325 50.4862 50.8613 26.3578 98.8863 25.048 99.4801 8 Rc
216.75 69.6275 70.3408 26.3578 98.8863 24.5257 99.6235 8 Rc
180.719 57.8006 58.5992 26.3578 98.8863 24.7523 99.1663 8 Rc
168.519 54.7122 54.6787 26.3578 98.8863 25.1078 97.935 8 Rc
204.702 65.9201 66.6737 26.3578 98.8863 24.713 97.9699 8 Rc
230.14 73.567 74.8575 26.3578 98.8863 24.6108 97.6568 8 Rc
200.162 64.4043 65.2259 26.3578 98.8863 24.6619 98.2175 8 Rc
224.231 71.6074 73.0509 26.3578 98.8863 24.4972 98.0252 8 Rc
246.607 79.4967 80.227 26.3578 98.8863 24.3999 97.7332 8 Rc
265.983 86.2348 86.4618 26.3578 98.8863 24.1826 97.7857 8 Rc
208.472 67.2599 67.6089 26.3578 98.8863 24.7112 99.8799 8 Rc
225.794 73.0559 73.4227 26.3578 98.8863 24.7084 100.199 8 Rc
252.534 81.7686 82.1979 26.3578 98.8863 24.5924 100.469 8 Rc
274.071 88.1173 89.1701 26.3578 98.8863 23.8963 99.0268 8 Rc
303.137 97.7576 98.714 26.3578 98.8863 23.7032 99.5713 8 Rc
286.41 92.6293 93.3164 26.3578 98.8863 24.4547 100.808 8 Rc
306.444 98.608 99.4429 26.3578 98.8863 24.199 100.781 8 Rc
338.992 109.053 109.97 26.3578 98.8863 23.589 100.294 8 Rc
242.629 80.3966 80.0487 26.3578 98.8863 25.0395 100.816 8 Rc
105.184 35.114 34.796 26.2006 99.1301 26.36 100.17 8 Rc
112.246 38.0134 37.1963 26.2006 99.1301 26.1294 100.252 8 Rc
29.9237 9.90817 9.83146 26.2006 99.1301 26.204 99.43 8 Rc
144.246 48.2008 47.7295 26.2006 99.1301 25.85 100.52 8 Rc
175.114 58.8996 57.919 26.2006 99.1301 25.9242 100.856 8 Rc
94.6455 31.6741 30.8732 26.2006 99.1301 25.541 99.728 8 Rc
104.584 33.3337 33.8477 26.2006 99.1301 25.2954 99.4137 8 Rc
115.388 38.2344 37.6417 26.2006 99.1301 25.3419 99.7771 8 Rc
154.024 51.0335 50.9658 26.2006 99.1301 25.5666 100.499 8 Rc
102.134 34.0708 33.7868 26.2006 99.1301 25.91 100.1 8 Rc
146.566 49.0892 48.4103 26.2006 99.1301 26.2944 100.596 8 Rc
96.5167 31.3804 30.9184 26.2006 99.1301 25.5117 98.5433 8 Rc
