   95.0000   30.0000   -7.8524
   95.0000   29.8330   -7.8524
   95.0000   29.6670   -9.4507
   95.0000   29.5000  -14.3922
   95.0000   29.3330  -26.4964
   95.0000   29.1670  -31.7092
   95.0000   29.0000  -28.9753
   95.0000   28.8330  -41.4106
   95.0000   28.6670  -45.7845
   95.0000   28.5000  -53.4722
   95.0000   28.3330  -49.3332
   95.0000   28.1670  -45.3880
   95.0000   28.0000  -44.0319
   95.0000   27.8330  -43.5650
   95.0000   27.6670  -46.2727
   95.0000   27.5000  -52.1427
   95.0000   27.3330  -52.4519
   95.0000   27.1670  -51.6575
   95.0000   27.0000  -49.0019
   95.0000   26.8330  -56.0796
   95.0000   26.6670  -61.1656
   95.0000   26.5000  -63.7003
   95.0000   26.3330  -62.7362
   95.0000   26.1670  -55.5756
   95.0000   26.0000  -50.2064
   95.0000   25.8330  -50.3457
   95.0000   25.6670  -55.0569
   95.0000   25.5000  -55.1090
   95.0000   25.3330  -54.2990
   95.0000   25.1670  -48.1053
   95.0000   25.0000  -44.8425
   95.0000   24.8330  -44.8399
   95.0000   24.6670  -48.1087
   95.0000   24.5000  -48.0393
   95.0000   24.3330  -47.2416
   95.0000   24.1670  -41.4868
   95.0000   24.0000  -40.3367
   95.0000   23.8330  -42.0736
   95.0000   23.6670  -44.2915
   95.0000   23.5000  -49.4216
   95.0000   23.3330  -46.8344
   95.0000   23.1670  -43.7657
   95.0000   23.0000  -41.6062
   95.0000   22.8330  -43.5535
   95.0000   22.6670  -48.9903
   95.0000   22.5000  -49.2442
   95.0000   22.3330  -48.7757
   95.0000   22.1670  -43.0765
   95.0000   22.0000  -43.3823
   95.0000   21.8330  -42.0393
   95.0000   21.6670  -46.7731
   95.0000   21.5000  -46.9064
   95.0000   21.3330  -46.3634
   95.0000   21.1670  -42.1703
   95.0000   21.0000  -41.2772
   95.0000   20.8330  -40.1587
   95.0000   20.6670  -45.3300
   95.0000   20.5000  -45.4830
   95.0000   20.3330  -45.2048
   95.0000   20.1670  -41.4169
   95.0000   20.0000  -40.0662
   95.0000   19.8330  -42.4465
   95.0000   19.6670  -43.1082
   95.0000   19.5000  -43.2397
   95.0000   19.3330  -42.3534
   95.0000   19.1670  -42.4548
   95.0000   19.0000  -40.4248
   95.0000   18.8330  -40.2274
   95.0000   18.6670  -39.0060
   95.0000   18.5000  -43.6587
   95.0000   18.3330  -41.1964
   95.0000   18.1670  -41.6220
   95.0000   18.0000  -42.4103
   95.0000   17.8330  -39.7341
   95.0000   17.6670  -39.5610
   95.0000   17.5000  -42.0053
   95.0000   17.3330  -40.9927
   95.0000   17.1670  -39.5755
   95.0000   17.0000  -39.5036
   95.0000   16.8330  -37.4212
   95.0000   16.6670  -38.2116
   95.0000   16.5000  -46.0327
   95.0000   16.3330  -41.7821
   95.0000   16.1670  -40.7188
   95.0000   16.0000  -41.2690
   95.0000   15.8330  -39.8297
   95.0000   15.6670  -39.9973
   95.0000   15.5000  -44.1938
   95.0000   15.3330  -40.1608
   95.0000   15.1670  -39.1504
   95.0000   15.0000  -38.3459
   95.0000   14.8330  -36.2222
   95.0000   14.6670  -35.7531
   95.0000   14.5000  -38.7149
   95.0000   14.3330  -34.4652
   95.0000   14.1670  -32.5750
   95.0000   14.0000  -29.0912
   95.0000   13.8330  -24.9953
   95.0000   13.6670  -23.3109
   95.0000   13.5000  -22.9179
   95.0000   13.3330  -18.9746
   95.0000   13.1670  -17.0852
   95.0000   13.0000  -12.9889
   95.0000   12.8330   -9.5221
   95.0000   12.6670   -6.7444
   95.0000   12.5000   -6.7335
   95.0000   12.3330   -6.5382
   95.0000   12.1670   -6.0856
   95.0000   12.0000   -3.9048
   95.0000   11.8330   -2.5119
   95.0000   11.6670   -0.7655
   95.0000   11.5000   -0.7384
   95.0000   11.3330   -0.9569
   95.0000   11.1670   -2.1420
   95.0000   11.0000   -1.6328
   95.0000   10.8330   -2.2300
   95.0000   10.6670   -1.7475
   95.0000   10.5000   -1.7884
   95.0000   10.3330   -2.2467
   95.0000   10.1670   -4.0267
   95.0000   10.0000   -4.3274
   95.0000    9.8330   -5.0698
   95.0000    9.6670   -5.1187
   95.0000    9.5000   -4.8433
   95.0000    9.3330   -5.0847
   95.0000    9.1670   -6.3680
   95.0000    9.0000   -6.8883
   95.0000    8.8330   -7.7659
   95.0000    8.6670   -7.9264
   95.0000    8.5000   -7.7535
   95.0000    8.3330   -7.7772
   95.0000    8.1670   -8.6242
   95.0000    8.0000   -9.0254
   95.0000    7.8330   -9.6699
   95.0000    7.6670   -9.3405
   95.0000    7.5000   -9.0690
   95.0000    7.3330   -8.6425
   95.0000    7.1670   -9.6513
   95.0000    7.0000  -10.1248
   95.0000    6.8330  -11.0020
   95.0000    6.6670  -11.8783
   95.0000    6.5000  -12.5134
   95.0000    6.3330  -12.6962
   95.0000    6.1670  -15.1583
   95.0000    6.0000  -16.5863
   95.0000    5.8330  -18.3519
   95.0000    5.6670  -21.1881
   95.0000    5.5000  -22.1130
   95.0000    5.3330  -22.3542
   95.0000    5.1670  -23.8092
   95.0000    5.0000  -24.5467
   95.0000    4.8330  -26.1809
   95.0000    4.6670  -30.5854
   95.0000    4.5000  -31.2472
   95.0000    4.3330  -32.0541
   95.0000    4.1670  -30.1835
   95.0000    4.0000  -28.5993
   95.0000    3.8330  -27.6449
   95.0000    3.6670  -26.7729
   95.0000    3.5000  -26.0656
   95.0000    3.3330  -27.3019
   95.0000    3.1670  -17.7713
   95.0000    3.0000  -12.0880
   95.0000    2.8330   -6.9731
   95.0000    2.6670    0.9431
   95.0000    2.5000    2.7970
   95.0000    2.3330    2.8746
   95.0000    2.1670   11.3827
   95.0000    2.0000   16.0625
   95.0000    1.8330   20.2610
   95.0000    1.6670   26.3587
   95.0000    1.5000   28.0210
   95.0000    1.3330   27.4771
   95.0000    1.1670   29.6868
   95.0000    1.0000   30.2384
   95.0000    0.8330   30.9050
   95.0000    0.6670   32.0531
   95.0000    0.5000   34.6616
   95.0000    0.3330   33.6228
   95.0000    0.1670   35.7136
   95.0000    0.0000   35.6750
   95.0000   -0.1670   35.9263
   95.0000   -0.3330   35.0685
   95.0000   -0.5000   36.7675
   95.0000   -0.6670   35.7360
   95.0000   -0.8330   37.5811
   95.0000   -1.0000   37.4277
   95.0000   -1.1670   37.5670
   95.0000   -1.3330   36.1265
   95.0000   -1.5000   37.0001
   95.0000   -1.6670   36.2981
   95.0000   -1.8330   38.2332
   95.0000   -2.0000   38.1883
   95.0000   -2.1670   38.4175
   95.0000   -2.3330   36.7380
   95.0000   -2.5000   37.8899
   95.0000   -2.6670   37.4036
   95.0000   -2.8330   39.3266
   95.0000   -3.0000   39.6144
   95.0000   -3.1670   39.7178
   95.0000   -3.3330   38.1843
   95.0000   -3.5000   39.0193
   95.0000   -3.6670   38.2903
   95.0000   -3.8330   40.2708
   95.0000   -4.0000   40.4339
   95.0000   -4.1670   40.3249
   95.0000   -4.3330   38.5825
   95.0000   -4.5000   39.2093
   95.0000   -4.6670   38.5238
   95.0000   -4.8330   39.7651
   95.0000   -5.0000   40.1926
   95.0000   -5.1670   39.6439
   95.0000   -5.3330   37.4804
   95.0000   -5.5000   38.5230
   95.0000   -5.6670   37.6324
   95.0000   -5.8330   39.4569
   95.0000   -6.0000   39.7064
   95.0000   -6.1670   39.4511
   95.0000   -6.3330   37.4297
   95.0000   -6.5000   38.3736
   95.0000   -6.6670   36.5669
   95.0000   -6.8330   37.4419
   95.0000   -7.0000   38.7280
   95.0000   -7.1670   38.3093
   95.0000   -7.3330   35.9790
   95.0000   -7.5000   36.8234
   95.0000   -7.6670   36.4117
   95.0000   -7.8330   37.3036
   95.0000   -8.0000   37.2453
   95.0000   -8.1670   36.3950
   95.0000   -8.3330   36.0842
   95.0000   -8.5000   36.4835
   95.0000   -8.6670   36.7790
   95.0000   -8.8330   36.8461
   95.0000   -9.0000   37.7316
   95.0000   -9.1670   36.7716
   95.0000   -9.3330   35.3669
   95.0000   -9.5000   37.4377
   95.0000   -9.6670   35.4690
   95.0000   -9.8330   33.4118
   95.0000  -10.0000   30.0621
   95.1670   30.0000   -7.8524
   95.1670   29.8330   -7.8524
   95.1670   29.6670  -12.0772
   95.1670   29.5000  -22.5401
   95.1670   29.3330  -34.5549
   95.1670   29.1670  -44.5270
   95.1670   29.0000  -50.1276
   95.1670   28.8330  -64.5509
   95.1670   28.6670  -75.9407
   95.1670   28.5000  -76.1798
   95.1670   28.3330  -74.2346
   95.1670   28.1670  -65.9060
   95.1670   28.0000  -66.3587
   95.1670   27.8330  -64.0182
   95.1670   27.6670  -71.2838
   95.1670   27.5000  -73.7438
   95.1670   27.3330  -74.9725
   95.1670   27.1670  -68.0699
   95.1670   27.0000  -67.1696
   95.1670   26.8330  -73.1598
   95.1670   26.6670  -83.8591
   95.1670   26.5000  -86.8276
   95.1670   26.3330  -81.9702
   95.1670   26.1670  -75.7651
   95.1670   26.0000  -69.7467
   95.1670   25.8330  -68.2603
   95.1670   25.6670  -75.1866
   95.1670   25.5000  -75.2371
   95.1670   25.3330  -74.0175
   95.1670   25.1670  -67.1078
   95.1670   25.0000  -64.3954
   95.1670   24.8330  -62.9288
   95.1670   24.6670  -65.9253
   95.1670   24.5000  -65.8039
   95.1670   24.3330  -64.4177
