
begin to compute gravity matrix
computing 2136-th point: lon=98.266703 lat=24.951853
computing 9268-th point: lon=100.866697 lat=23.823561
computing 6838-th point: lon=100.000001 lat=25.947620
computing 2137-th point: lon=98.266703 lat=24.918693
computing 4465-th point: lon=99.133304 lat=26.179955
computing 6839-th point: lon=100.000001 lat=25.914459
computing 2138-th point: lon=98.266703 lat=24.885437
computing 9269-th point: lon=100.866697 lat=23.790311
computing 6840-th point: lon=100.000001 lat=25.881196
computing 2139-th point: lon=98.266703 lat=24.852283
computing 4466-th point: lon=99.133304 lat=26.146795
computing 6841-th point: lon=100.000001 lat=25.848036
computing 2140-th point: lon=98.266703 lat=24.819129
computing 9270-th point: lon=100.866697 lat=23.757164
computing 6842-th point: lon=100.000001 lat=25.814868
computing 2141-th point: lon=98.266703 lat=24.785873
computing 4467-th point: lon=99.133304 lat=26.113634
computing 6843-th point: lon=100.000001 lat=25.781612
computing 2142-th point: lon=98.266703 lat=24.752719
computing 9271-th point: lon=100.866697 lat=23.724018
computing 6844-th point: lon=100.000001 lat=25.748451
computing 4468-th point: lon=99.133304 lat=26.080365
computing 2143-th point: lon=98.266703 lat=24.719565
computing 9272-th point: lon=100.866697 lat=23.690768
computing 6845-th point: lon=100.000001 lat=25.715291
computing 2144-th point: lon=98.266703 lat=24.686309
computing 4469-th point: lon=99.133304 lat=26.047204
computing 6846-th point: lon=100.000001 lat=25.682028
computing 2145-th point: lon=98.266703 lat=24.653155
computing 9273-th point: lon=100.866697 lat=23.657614
computing 6847-th point: lon=100.000001 lat=25.648867
computing 2146-th point: lon=98.266703 lat=24.620002
computing 4470-th point: lon=99.133304 lat=26.014043
computing 2147-th point: lon=98.266703 lat=24.586746
computing 6848-th point: lon=100.000001 lat=25.615707
computing 9274-th point: lon=100.866697 lat=23.624468
computing 2148-th point: lon=98.266703 lat=24.553592
computing 6849-th point: lon=100.000001 lat=25.582451
computing 4471-th point: lon=99.133304 lat=25.980780
computing 2149-th point: lon=98.266703 lat=24.520438
computing 6850-th point: lon=100.000001 lat=25.549290
computing 9275-th point: lon=100.866697 lat=23.591218
computing 6851-th point: lon=100.000001 lat=25.516129
computing 2150-th point: lon=98.266703 lat=24.487189
computing 4472-th point: lon=99.133304 lat=25.947620
computing 9276-th point: lon=100.866697 lat=23.558078
computing 2151-th point: lon=98.266703 lat=24.454035
computing 6852-th point: lon=100.000001 lat=25.482873
computing 4473-th point: lon=99.133304 lat=25.914459
computing 2152-th point: lon=98.266703 lat=24.420881
computing 6853-th point: lon=100.000001 lat=25.449713
computing 9277-th point: lon=100.866697 lat=23.524924
computing 2153-th point: lon=98.266703 lat=24.387625
computing 6854-th point: lon=100.000001 lat=25.416552
computing 4474-th point: lon=99.133304 lat=25.881196
computing 2154-th point: lon=98.266703 lat=24.354478
computing 6855-th point: lon=100.000001 lat=25.383296
computing 9278-th point: lon=100.866697 lat=23.491682
computing 2155-th point: lon=98.266703 lat=24.321324
computing 6856-th point: lon=100.000001 lat=25.350135
computing 4475-th point: lon=99.133304 lat=25.848036
computing 2156-th point: lon=98.266703 lat=24.288068
computing 6857-th point: lon=100.000001 lat=25.316975
computing 9279-th point: lon=100.866697 lat=23.458535
computing 2157-th point: lon=98.266703 lat=24.254921
computing 4476-th point: lon=99.133304 lat=25.814868
computing 6858-th point: lon=100.000001 lat=25.283719
computing 9280-th point: lon=100.866697 lat=23.425381
computing 6859-th point: lon=100.000001 lat=25.250558
computing 2158-th point: lon=98.266703 lat=24.221768
computing 4477-th point: lon=99.133304 lat=25.781612
computing 2159-th point: lon=98.266703 lat=24.188518
computing 6860-th point: lon=100.000001 lat=25.217404
computing 9281-th point: lon=100.866697 lat=23.392139
computing 2160-th point: lon=98.266703 lat=24.155364
computing 6861-th point: lon=100.000001 lat=25.184148
computing 4478-th point: lon=99.133304 lat=25.748451
computing 2161-th point: lon=98.266703 lat=24.122211
computing 6862-th point: lon=100.000001 lat=25.150987
computing 9282-th point: lon=100.866697 lat=23.358992
computing 2162-th point: lon=98.266703 lat=24.088961
computing 6863-th point: lon=100.000001 lat=25.117834
computing 9283-th point: lon=100.900001 lat=26.345977
computing 4479-th point: lon=99.133304 lat=25.715291
computing 2163-th point: lon=98.266703 lat=24.055814
computing 6864-th point: lon=100.000001 lat=25.084578
computing 9284-th point: lon=100.900001 lat=26.312809
computing 2164-th point: lon=98.266703 lat=24.022661
computing 6865-th point: lon=100.000001 lat=25.051417
computing 4480-th point: lon=99.133304 lat=25.682028
computing 9285-th point: lon=100.900001 lat=26.279546
computing 6866-th point: lon=100.000001 lat=25.018263
computing 2165-th point: lon=98.266703 lat=23.989411
computing 9286-th point: lon=100.900001 lat=26.246386
computing 4481-th point: lon=99.133304 lat=25.648867
computing 2166-th point: lon=98.266703 lat=23.956264
computing 6867-th point: lon=100.000001 lat=24.985007
computing 9287-th point: lon=100.900001 lat=26.213219
computing 2167-th point: lon=98.266703 lat=23.923111
computing 6868-th point: lon=100.000001 lat=24.951853
computing 9288-th point: lon=100.900001 lat=26.179955
computing 4482-th point: lon=99.133304 lat=25.615707
computing 2168-th point: lon=98.266703 lat=23.889861
computing 6869-th point: lon=100.000001 lat=24.918693
computing 9289-th point: lon=100.900001 lat=26.146795
computing 2169-th point: lon=98.266703 lat=23.856714
computing 6870-th point: lon=100.000001 lat=24.885437
computing 4483-th point: lon=99.133304 lat=25.582451
computing 9290-th point: lon=100.900001 lat=26.113634
computing 2170-th point: lon=98.266703 lat=23.823561
computing 6871-th point: lon=100.000001 lat=24.852283
computing 9291-th point: lon=100.900001 lat=26.080365
computing 2171-th point: lon=98.266703 lat=23.790311
computing 6872-th point: lon=100.000001 lat=24.819129
computing 4484-th point: lon=99.133304 lat=25.549290
computing 9292-th point: lon=100.900001 lat=26.047204
computing 2172-th point: lon=98.266703 lat=23.757164
computing 6873-th point: lon=100.000001 lat=24.785873
computing 9293-th point: lon=100.900001 lat=26.014043
computing 4485-th point: lon=99.133304 lat=25.516129
computing 6874-th point: lon=100.000001 lat=24.752719
computing 2173-th point: lon=98.266703 lat=23.724018
computing 2174-th point: lon=98.266703 lat=23.690768
computing 6875-th point: lon=100.000001 lat=24.719565
computing 9294-th point: lon=100.900001 lat=25.980780
computing 2175-th point: lon=98.266703 lat=23.657614
computing 6876-th point: lon=100.000001 lat=24.686309
computing 2176-th point: lon=98.266703 lat=23.624468
computing 4486-th point: lon=99.133304 lat=25.482873
computing 6877-th point: lon=100.000001 lat=24.653155
computing 2177-th point: lon=98.266703 lat=23.591218
computing 9295-th point: lon=100.900001 lat=25.947620
computing 6878-th point: lon=100.000001 lat=24.620002
computing 2178-th point: lon=98.266703 lat=23.558078
computing 4487-th point: lon=99.133304 lat=25.449713
computing 9296-th point: lon=100.900001 lat=25.914459
computing 6879-th point: lon=100.000001 lat=24.586746
computing 2179-th point: lon=98.266703 lat=23.524924
computing 9297-th point: lon=100.900001 lat=25.881196
computing 6880-th point: lon=100.000001 lat=24.553592
computing 4488-th point: lon=99.133304 lat=25.416552
computing 2180-th point: lon=98.266703 lat=23.491682
computing 9298-th point: lon=100.900001 lat=25.848036
computing 6881-th point: lon=100.000001 lat=24.520438
computing 2181-th point: lon=98.266703 lat=23.458535
computing 9299-th point: lon=100.900001 lat=25.814868
computing 4489-th point: lon=99.133304 lat=25.383296
computing 6882-th point: lon=100.000001 lat=24.487189
computing 2182-th point: lon=98.266703 lat=23.425381
computing 9300-th point: lon=100.900001 lat=25.781612
computing 6883-th point: lon=100.000001 lat=24.454035
computing 2183-th point: lon=98.266703 lat=23.392139
computing 4490-th point: lon=99.133304 lat=25.350135
computing 9301-th point: lon=100.900001 lat=25.748451
computing 6884-th point: lon=100.000001 lat=24.420881
computing 2184-th point: lon=98.266703 lat=23.358992
computing 9302-th point: lon=100.900001 lat=25.715291
computing 2185-th point: lon=98.300001 lat=26.345977
computing 6885-th point: lon=100.000001 lat=24.387625
computing 4491-th point: lon=99.133304 lat=25.316975
computing 9303-th point: lon=100.900001 lat=25.682028
computing 2186-th point: lon=98.300001 lat=26.312809
computing 6886-th point: lon=100.000001 lat=24.354478
computing 2187-th point: lon=98.300001 lat=26.279546
computing 9304-th point: lon=100.900001 lat=25.648867
computing 6887-th point: lon=100.000001 lat=24.321324
computing 4492-th point: lon=99.133304 lat=25.283719
computing 2188-th point: lon=98.300001 lat=26.246386
computing 9305-th point: lon=100.900001 lat=25.615707
computing 6888-th point: lon=100.000001 lat=24.288068
computing 2189-th point: lon=98.300001 lat=26.213219
computing 4493-th point: lon=99.133304 lat=25.250558
computing 9306-th point: lon=100.900001 lat=25.582451
computing 6889-th point: lon=100.000001 lat=24.254921
computing 2190-th point: lon=98.300001 lat=26.179955
computing 9307-th point: lon=100.900001 lat=25.549290
computing 6890-th point: lon=100.000001 lat=24.221768
computing 2191-th point: lon=98.300001 lat=26.146795
computing 4494-th point: lon=99.133304 lat=25.217404
computing 9308-th point: lon=100.900001 lat=25.516129
computing 6891-th point: lon=100.000001 lat=24.188518
computing 2192-th point: lon=98.300001 lat=26.113634
computing 6892-th point: lon=100.000001 lat=24.155364
computing 9309-th point: lon=100.900001 lat=25.482873
computing 2193-th point: lon=98.300001 lat=26.080365
computing 4495-th point: lon=99.133304 lat=25.184148
computing 6893-th point: lon=100.000001 lat=24.122211
computing 2194-th point: lon=98.300001 lat=26.047204
computing 9310-th point: lon=100.900001 lat=25.449713
computing 6894-th point: lon=100.000001 lat=24.088961
computing 4496-th point: lon=99.133304 lat=25.150987
computing 2195-th point: lon=98.300001 lat=26.014043
computing 9311-th point: lon=100.900001 lat=25.416552
computing 6895-th point: lon=100.000001 lat=24.055814
computing 2196-th point: lon=98.300001 lat=25.980780
computing 9312-th point: lon=100.900001 lat=25.383296
computing 4497-th point: lon=99.133304 lat=25.117834
computing 6896-th point: lon=100.000001 lat=24.022661
computing 2197-th point: lon=98.300001 lat=25.947620
computing 9313-th point: lon=100.900001 lat=25.350135
computing 6897-th point: lon=100.000001 lat=23.989411
computing 2198-th point: lon=98.300001 lat=25.914459
computing 4498-th point: lon=99.133304 lat=25.084578
computing 9314-th point: lon=100.900001 lat=25.316975
computing 6898-th point: lon=100.000001 lat=23.956264
computing 2199-th point: lon=98.300001 lat=25.881196
computing 9315-th point: lon=100.900001 lat=25.283719
computing 6899-th point: lon=100.000001 lat=23.923111
computing 2200-th point: lon=98.300001 lat=25.848036
computing 4499-th point: lon=99.133304 lat=25.051417
computing 9316-th point: lon=100.900001 lat=25.250558
computing 6900-th point: lon=100.000001 lat=23.889861
computing 2201-th point: lon=98.300001 lat=25.814868
computing 9317-th point: lon=100.900001 lat=25.217404
computing 4500-th point: lon=99.133304 lat=25.018263
computing 2202-th point: lon=98.300001 lat=25.781612
computing 6901-th point: lon=100.000001 lat=23.856714
computing 6902-th point: lon=100.000001 lat=23.823561
computing 9318-th point: lon=100.900001 lat=25.184148
computing 2203-th point: lon=98.300001 lat=25.748451
computing 6903-th point: lon=100.000001 lat=23.790311
computing 4501-th point: lon=99.133304 lat=24.985007
computing 9319-th point: lon=100.900001 lat=25.150987
computing 2204-th point: lon=98.300001 lat=25.715291
computing 6904-th point: lon=100.000001 lat=23.757164
computing 9320-th point: lon=100.900001 lat=25.117834
computing 2205-th point: lon=98.300001 lat=25.682028
computing 4502-th point: lon=99.133304 lat=24.951853
computing 9321-th point: lon=100.900001 lat=25.084578
computing 2206-th point: lon=98.300001 lat=25.648867
computing 6905-th point: lon=100.000001 lat=23.724018
computing 2207-th point: lon=98.300001 lat=25.615707
computing 4503-th point: lon=99.133304 lat=24.918693
computing 9322-th point: lon=100.900001 lat=25.051417
computing 6906-th point: lon=100.000001 lat=23.690768
computing 2208-th point: lon=98.300001 lat=25.582451
computing 6907-th point: lon=100.000001 lat=23.657614
computing 9323-th point: lon=100.900001 lat=25.018263
computing 2209-th point: lon=98.300001 lat=25.549290
computing 4504-th point: lon=99.133304 lat=24.885437
computing 6908-th point: lon=100.000001 lat=23.624468
computing 9324-th point: lon=100.900001 lat=24.985007
computing 2210-th point: lon=98.300001 lat=25.516129
computing 6909-th point: lon=100.000001 lat=23.591218
computing 4505-th point: lon=99.133304 lat=24.852283
computing 9325-th point: lon=100.900001 lat=24.951853
computing 2211-th point: lon=98.300001 lat=25.482873
computing 6910-th point: lon=100.000001 lat=23.558078
computing 9326-th point: lon=100.900001 lat=24.918693
computing 2212-th point: lon=98.300001 lat=25.449713
computing 6911-th point: lon=100.000001 lat=23.524924
computing 4506-th point: lon=99.133304 lat=24.819129
computing 9327-th point: lon=100.900001 lat=24.885437
computing 2213-th point: lon=98.300001 lat=25.416552
computing 6912-th point: lon=100.000001 lat=23.491682
computing 2214-th point: lon=98.300001 lat=25.383296
computing 9328-th point: lon=100.900001 lat=24.852283
computing 4507-th point: lon=99.133304 lat=24.785873
computing 6913-th point: lon=100.000001 lat=23.458535
computing 2215-th point: lon=98.300001 lat=25.350135
computing 9329-th point: lon=100.900001 lat=24.819129
computing 6914-th point: lon=100.000001 lat=23.425381
computing 2216-th point: lon=98.300001 lat=25.316975
computing 4508-th point: lon=99.133304 lat=24.752719
computing 9330-th point: lon=100.900001 lat=24.785873
computing 6915-th point: lon=100.000001 lat=23.392139
computing 2217-th point: lon=98.300001 lat=25.283719
computing 6916-th point: lon=100.000001 lat=23.358992
computing 9331-th point: lon=100.900001 lat=24.752719
computing 2218-th point: lon=98.300001 lat=25.250558
computing 6917-th point: lon=100.033305 lat=26.345977
computing 4509-th point: lon=99.133304 lat=24.719565
computing 2219-th point: lon=98.300001 lat=25.217404
computing 9332-th point: lon=100.900001 lat=24.719565
computing 6918-th point: lon=100.033305 lat=26.312809
computing 2220-th point: lon=98.300001 lat=25.184148
computing 4510-th point: lon=99.133304 lat=24.686309
computing 6919-th point: lon=100.033305 lat=26.279546
computing 9333-th point: lon=100.900001 lat=24.686309
computing 2221-th point: lon=98.300001 lat=25.150987
computing 6920-th point: lon=100.033305 lat=26.246386
computing 2222-th point: lon=98.300001 lat=25.117834
computing 9334-th point: lon=100.900001 lat=24.653155
computing 2223-th point: lon=98.300001 lat=25.084578
computing 6921-th point: lon=100.033305 lat=26.213219
computing 4511-th point: lon=99.133304 lat=24.653155
computing 2224-th point: lon=98.300001 lat=25.051417
computing 6922-th point: lon=100.033305 lat=26.179955
computing 9335-th point: lon=100.900001 lat=24.620002
computing 2225-th point: lon=98.300001 lat=25.018263
computing 6923-th point: lon=100.033305 lat=26.146795
computing 4512-th point: lon=99.133304 lat=24.620002
computing 9336-th point: lon=100.900001 lat=24.586746
computing 6924-th point: lon=100.033305 lat=26.113634
computing 2226-th point: lon=98.300001 lat=24.985007
computing 9337-th point: lon=100.900001 lat=24.553592
computing 4513-th point: lon=99.133304 lat=24.586746
computing 2227-th point: lon=98.300001 lat=24.951853
computing 6925-th point: lon=100.033305 lat=26.080365
computing 9338-th point: lon=100.900001 lat=24.520438
computing 2228-th point: lon=98.300001 lat=24.918693
computing 6926-th point: lon=100.033305 lat=26.047204
computing 4514-th point: lon=99.133304 lat=24.553592
computing 2229-th point: lon=98.300001 lat=24.885437
computing 9339-th point: lon=100.900001 lat=24.487189
computing 2230-th point: lon=98.300001 lat=24.852283
computing 6927-th point: lon=100.033305 lat=26.014043
computing 4515-th point: lon=99.133304 lat=24.520438
computing 9340-th point: lon=100.900001 lat=24.454035
computing 2231-th point: lon=98.300001 lat=24.819129
computing 6928-th point: lon=100.033305 lat=25.980780
computing 9341-th point: lon=100.900001 lat=24.420881
computing 2232-th point: lon=98.300001 lat=24.785873
computing 6929-th point: lon=100.033305 lat=25.947620
computing 4516-th point: lon=99.133304 lat=24.487189
computing 9342-th point: lon=100.900001 lat=24.387625
computing 2233-th point: lon=98.300001 lat=24.752719
computing 6930-th point: lon=100.033305 lat=25.914459
computing 9343-th point: lon=100.900001 lat=24.354478
computing 6931-th point: lon=100.033305 lat=25.881196
computing 4517-th point: lon=99.133304 lat=24.454035
computing 2234-th point: lon=98.300001 lat=24.719565
computing 6932-th point: lon=100.033305 lat=25.848036
computing 9344-th point: lon=100.900001 lat=24.321324
computing 2235-th point: lon=98.300001 lat=24.686309
computing 6933-th point: lon=100.033305 lat=25.814868
computing 4518-th point: lon=99.133304 lat=24.420881
computing 9345-th point: lon=100.900001 lat=24.288068
computing 2236-th point: lon=98.300001 lat=24.653155
computing 6934-th point: lon=100.033305 lat=25.781612
computing 9346-th point: lon=100.900001 lat=24.254921
computing 4519-th point: lon=99.133304 lat=24.387625
computing 2237-th point: lon=98.300001 lat=24.620002
computing 6935-th point: lon=100.033305 lat=25.748451
computing 2238-th point: lon=98.300001 lat=24.586746
computing 9347-th point: lon=100.900001 lat=24.221768
computing 6936-th point: lon=100.033305 lat=25.715291
computing 4520-th point: lon=99.133304 lat=24.354478
computing 2239-th point: lon=98.300001 lat=24.553592
computing 9348-th point: lon=100.900001 lat=24.188518
computing 6937-th point: lon=100.033305 lat=25.682028
computing 2240-th point: lon=98.300001 lat=24.520438
computing 9349-th point: lon=100.900001 lat=24.155364
computing 4521-th point: lon=99.133304 lat=24.321324
computing 6938-th point: lon=100.033305 lat=25.648867
computing 9350-th point: lon=100.900001 lat=24.122211
computing 2241-th point: lon=98.300001 lat=24.487189
computing 6939-th point: lon=100.033305 lat=25.615707
computing 4522-th point: lon=99.133304 lat=24.288068
computing 9351-th point: lon=100.900001 lat=24.088961
computing 2242-th point: lon=98.300001 lat=24.454035
computing 6940-th point: lon=100.033305 lat=25.582451
computing 9352-th point: lon=100.900001 lat=24.055814
computing 2243-th point: lon=98.300001 lat=24.420881
computing 6941-th point: lon=100.033305 lat=25.549290
computing 4523-th point: lon=99.133304 lat=24.254921
computing 2244-th point: lon=98.300001 lat=24.387625
computing 9353-th point: lon=100.900001 lat=24.022661
computing 6942-th point: lon=100.033305 lat=25.516129
computing 2245-th point: lon=98.300001 lat=24.354478
computing 9354-th point: lon=100.900001 lat=23.989411
computing 6943-th point: lon=100.033305 lat=25.482873
computing 4524-th point: lon=99.133304 lat=24.221768
computing 2246-th point: lon=98.300001 lat=24.321324
computing 6944-th point: lon=100.033305 lat=25.449713
computing 9355-th point: lon=100.900001 lat=23.956264
computing 2247-th point: lon=98.300001 lat=24.288068
computing 6945-th point: lon=100.033305 lat=25.416552
computing 9356-th point: lon=100.900001 lat=23.923111
computing 6946-th point: lon=100.033305 lat=25.383296
computing 4525-th point: lon=99.133304 lat=24.188518
computing 9357-th point: lon=100.900001 lat=23.889861
computing 2248-th point: lon=98.300001 lat=24.254921
computing 6947-th point: lon=100.033305 lat=25.350135
computing 9358-th point: lon=100.900001 lat=23.856714
computing 2249-th point: lon=98.300001 lat=24.221768
computing 4526-th point: lon=99.133304 lat=24.155364
computing 6948-th point: lon=100.033305 lat=25.316975
computing 9359-th point: lon=100.900001 lat=23.823561
computing 2250-th point: lon=98.300001 lat=24.188518
computing 6949-th point: lon=100.033305 lat=25.283719
computing 9360-th point: lon=100.900001 lat=23.790311
computing 4527-th point: lon=99.133304 lat=24.122211
computing 2251-th point: lon=98.300001 lat=24.155364
computing 6950-th point: lon=100.033305 lat=25.250558
computing 9361-th point: lon=100.900001 lat=23.757164
computing 2252-th point: lon=98.300001 lat=24.122211
computing 4528-th point: lon=99.133304 lat=24.088961
computing 2253-th point: lon=98.300001 lat=24.088961
computing 6951-th point: lon=100.033305 lat=25.217404
computing 9362-th point: lon=100.900001 lat=23.724018
computing 2254-th point: lon=98.300001 lat=24.055814
computing 9363-th point: lon=100.900001 lat=23.690768
computing 4529-th point: lon=99.133304 lat=24.055814
computing 6952-th point: lon=100.033305 lat=25.184148
computing 2255-th point: lon=98.300001 lat=24.022661
computing 9364-th point: lon=100.900001 lat=23.657614
computing 6953-th point: lon=100.033305 lat=25.150987
computing 2256-th point: lon=98.300001 lat=23.989411
computing 4530-th point: lon=99.133304 lat=24.022661
computing 9365-th point: lon=100.900001 lat=23.624468
computing 6954-th point: lon=100.033305 lat=25.117834
computing 2257-th point: lon=98.300001 lat=23.956264
computing 6955-th point: lon=100.033305 lat=25.084578
computing 9366-th point: lon=100.900001 lat=23.591218
computing 2258-th point: lon=98.300001 lat=23.923111
computing 4531-th point: lon=99.133304 lat=23.989411
computing 6956-th point: lon=100.033305 lat=25.051417
computing 9367-th point: lon=100.900001 lat=23.558078
computing 2259-th point: lon=98.300001 lat=23.889861
computing 6957-th point: lon=100.033305 lat=25.018263
computing 9368-th point: lon=100.900001 lat=23.524924
computing 2260-th point: lon=98.300001 lat=23.856714
computing 4532-th point: lon=99.133304 lat=23.956264
computing 6958-th point: lon=100.033305 lat=24.985007
computing 2261-th point: lon=98.300001 lat=23.823561
computing 9369-th point: lon=100.900001 lat=23.491682
computing 4533-th point: lon=99.133304 lat=23.923111
computing 6959-th point: lon=100.033305 lat=24.951853
computing 2262-th point: lon=98.300001 lat=23.790311
computing 9370-th point: lon=100.900001 lat=23.458535
computing 6960-th point: lon=100.033305 lat=24.918693
computing 2263-th point: lon=98.300001 lat=23.757164
computing 9371-th point: lon=100.900001 lat=23.425381
computing 4534-th point: lon=99.133304 lat=23.889861
computing 6961-th point: lon=100.033305 lat=24.885437
computing 2264-th point: lon=98.300001 lat=23.724018
computing 6962-th point: lon=100.033305 lat=24.852283
computing 9372-th point: lon=100.900001 lat=23.392139
computing 4535-th point: lon=99.133304 lat=23.856714
computing 2265-th point: lon=98.300001 lat=23.690768
computing 6963-th point: lon=100.033305 lat=24.819129
computing 2266-th point: lon=98.300001 lat=23.657614
computing 9373-th point: lon=100.900001 lat=23.358992
computing 2267-th point: lon=98.300001 lat=23.624468
computing 6964-th point: lon=100.033305 lat=24.785873
computing 4536-th point: lon=99.133304 lat=23.823561
computing 2268-th point: lon=98.300001 lat=23.591218
computing 6965-th point: lon=100.033305 lat=24.752719
computing 9374-th point: lon=100.933298 lat=26.345977
computing 2269-th point: lon=98.300001 lat=23.558078
computing 6966-th point: lon=100.033305 lat=24.719565
computing 4537-th point: lon=99.133304 lat=23.790311
computing 9375-th point: lon=100.933298 lat=26.312809
computing 2270-th point: lon=98.300001 lat=23.524924
computing 6967-th point: lon=100.033305 lat=24.686309
computing 9376-th point: lon=100.933298 lat=26.279546
computing 2271-th point: lon=98.300001 lat=23.491682
computing 4538-th point: lon=99.133304 lat=23.757164
computing 9377-th point: lon=100.933298 lat=26.246386
computing 6968-th point: lon=100.033305 lat=24.653155
computing 2272-th point: lon=98.300001 lat=23.458535
computing 6969-th point: lon=100.033305 lat=24.620002
computing 9378-th point: lon=100.933298 lat=26.213219
computing 2273-th point: lon=98.300001 lat=23.425381
computing 4539-th point: lon=99.133304 lat=23.724018
computing 6970-th point: lon=100.033305 lat=24.586746
computing 9379-th point: lon=100.933298 lat=26.179955
computing 2274-th point: lon=98.300001 lat=23.392139
computing 9380-th point: lon=100.933298 lat=26.146795
computing 6971-th point: lon=100.033305 lat=24.553592
computing 4540-th point: lon=99.133304 lat=23.690768
computing 2275-th point: lon=98.300001 lat=23.358992
computing 9381-th point: lon=100.933298 lat=26.113634
computing 6972-th point: lon=100.033305 lat=24.520438
computing 2276-th point: lon=98.333298 lat=26.345977
computing 9382-th point: lon=100.933298 lat=26.080365
computing 2277-th point: lon=98.333298 lat=26.312809
computing 6973-th point: lon=100.033305 lat=24.487189
computing 9383-th point: lon=100.933298 lat=26.047204
computing 4541-th point: lon=99.133304 lat=23.657614
computing 2278-th point: lon=98.333298 lat=26.279546
computing 9384-th point: lon=100.933298 lat=26.014043
computing 6974-th point: lon=100.033305 lat=24.454035
computing 2279-th point: lon=98.333298 lat=26.246386
computing 4542-th point: lon=99.133304 lat=23.624468
computing 6975-th point: lon=100.033305 lat=24.420881
computing 9385-th point: lon=100.933298 lat=25.980780
computing 2280-th point: lon=98.333298 lat=26.213219
computing 6976-th point: lon=100.033305 lat=24.387625
computing 9386-th point: lon=100.933298 lat=25.947620
computing 4543-th point: lon=99.133304 lat=23.591218
computing 2281-th point: lon=98.333298 lat=26.179955
computing 6977-th point: lon=100.033305 lat=24.354478
computing 9387-th point: lon=100.933298 lat=25.914459
computing 2282-th point: lon=98.333298 lat=26.146795
computing 9388-th point: lon=100.933298 lat=25.881196
computing 6978-th point: lon=100.033305 lat=24.321324
computing 4544-th point: lon=99.133304 lat=23.558078
computing 2283-th point: lon=98.333298 lat=26.113634
computing 9389-th point: lon=100.933298 lat=25.848036
computing 6979-th point: lon=100.033305 lat=24.288068
computing 2284-th point: lon=98.333298 lat=26.080365
computing 9390-th point: lon=100.933298 lat=25.814868
computing 6980-th point: lon=100.033305 lat=24.254921
computing 4545-th point: lon=99.133304 lat=23.524924
computing 2285-th point: lon=98.333298 lat=26.047204
computing 9391-th point: lon=100.933298 lat=25.781612
computing 6981-th point: lon=100.033305 lat=24.221768
computing 2286-th point: lon=98.333298 lat=26.014043
computing 9392-th point: lon=100.933298 lat=25.748451
computing 6982-th point: lon=100.033305 lat=24.188518
computing 4546-th point: lon=99.133304 lat=23.491682
computing 2287-th point: lon=98.333298 lat=25.980780
computing 9393-th point: lon=100.933298 lat=25.715291
computing 6983-th point: lon=100.033305 lat=24.155364
computing 9394-th point: lon=100.933298 lat=25.682028
computing 2288-th point: lon=98.333298 lat=25.947620
computing 4547-th point: lon=99.133304 lat=23.458535
computing 6984-th point: lon=100.033305 lat=24.122211
computing 9395-th point: lon=100.933298 lat=25.648867
computing 2289-th point: lon=98.333298 lat=25.914459
computing 6985-th point: lon=100.033305 lat=24.088961
computing 4548-th point: lon=99.133304 lat=23.425381
computing 9396-th point: lon=100.933298 lat=25.615707
computing 2290-th point: lon=98.333298 lat=25.881196
computing 6986-th point: lon=100.033305 lat=24.055814
computing 9397-th point: lon=100.933298 lat=25.582451
computing 2291-th point: lon=98.333298 lat=25.848036
computing 6987-th point: lon=100.033305 lat=24.022661
computing 4549-th point: lon=99.133304 lat=23.392139
computing 9398-th point: lon=100.933298 lat=25.549290
computing 2292-th point: lon=98.333298 lat=25.814868
computing 6988-th point: lon=100.033305 lat=23.989411
computing 9399-th point: lon=100.933298 lat=25.516129
computing 2293-th point: lon=98.333298 lat=25.781612
computing 4550-th point: lon=99.133304 lat=23.358992
computing 6989-th point: lon=100.033305 lat=23.956264
computing 2294-th point: lon=98.333298 lat=25.748451
computing 9400-th point: lon=100.933298 lat=25.482873
computing 4551-th point: lon=99.166704 lat=26.345977
computing 6990-th point: lon=100.033305 lat=23.923111
computing 9401-th point: lon=100.933298 lat=25.449713
computing 2295-th point: lon=98.333298 lat=25.715291
computing 4552-th point: lon=99.166704 lat=26.312809
computing 6991-th point: lon=100.033305 lat=23.889861
computing 9402-th point: lon=100.933298 lat=25.416552
computing 4553-th point: lon=99.166704 lat=26.279546
computing 2296-th point: lon=98.333298 lat=25.682028
computing 6992-th point: lon=100.033305 lat=23.856714
computing 9403-th point: lon=100.933298 lat=25.383296
computing 2297-th point: lon=98.333298 lat=25.648867
computing 4554-th point: lon=99.166704 lat=26.246386
computing 6993-th point: lon=100.033305 lat=23.823561
computing 9404-th point: lon=100.933298 lat=25.350135
computing 2298-th point: lon=98.333298 lat=25.615707
computing 4555-th point: lon=99.166704 lat=26.213219
computing 6994-th point: lon=100.033305 lat=23.790311
computing 9405-th point: lon=100.933298 lat=25.316975
computing 2299-th point: lon=98.333298 lat=25.582451
computing 4556-th point: lon=99.166704 lat=26.179955
computing 6995-th point: lon=100.033305 lat=23.757164
computing 9406-th point: lon=100.933298 lat=25.283719
computing 2300-th point: lon=98.333298 lat=25.549290
computing 4557-th point: lon=99.166704 lat=26.146795
computing 6996-th point: lon=100.033305 lat=23.724018
computing 9407-th point: lon=100.933298 lat=25.250558
computing 2301-th point: lon=98.333298 lat=25.516129
computing 4558-th point: lon=99.166704 lat=26.113634
