
begin to compute gravity matrix
computing 2932-th point: lon=98.566706 lat=25.715291
computing 518-th point: lon=97.666705 lat=24.288068
computing 7766-th point: lon=100.333300 lat=25.350135
computing 2933-th point: lon=98.566706 lat=25.682028
computing 5298-th point: lon=99.433293 lat=25.715291
computing 519-th point: lon=97.666705 lat=24.254921
computing 7767-th point: lon=100.333300 lat=25.316975
computing 2934-th point: lon=98.566706 lat=25.648867
computing 5299-th point: lon=99.433293 lat=25.682028
computing 7768-th point: lon=100.333300 lat=25.283719
computing 520-th point: lon=97.666705 lat=24.221768
computing 5300-th point: lon=99.433293 lat=25.648867
computing 2935-th point: lon=98.566706 lat=25.615707
computing 521-th point: lon=97.666705 lat=24.188518
computing 7769-th point: lon=100.333300 lat=25.250558
computing 5301-th point: lon=99.433293 lat=25.615707
computing 2936-th point: lon=98.566706 lat=25.582451
computing 522-th point: lon=97.666705 lat=24.155364
computing 7770-th point: lon=100.333300 lat=25.217404
computing 5302-th point: lon=99.433293 lat=25.582451
computing 2937-th point: lon=98.566706 lat=25.549290
computing 523-th point: lon=97.666705 lat=24.122211
computing 7771-th point: lon=100.333300 lat=25.184148
computing 5303-th point: lon=99.433293 lat=25.549290
computing 2938-th point: lon=98.566706 lat=25.516129
computing 524-th point: lon=97.666705 lat=24.088961
computing 7772-th point: lon=100.333300 lat=25.150987
computing 5304-th point: lon=99.433293 lat=25.516129
computing 2939-th point: lon=98.566706 lat=25.482873
computing 525-th point: lon=97.666705 lat=24.055814
computing 7773-th point: lon=100.333300 lat=25.117834
computing 2940-th point: lon=98.566706 lat=25.449713
computing 526-th point: lon=97.666705 lat=24.022661
computing 7774-th point: lon=100.333300 lat=25.084578
computing 5305-th point: lon=99.433293 lat=25.482873
computing 2941-th point: lon=98.566706 lat=25.416552
computing 527-th point: lon=97.666705 lat=23.989411
computing 7775-th point: lon=100.333300 lat=25.051417
computing 5306-th point: lon=99.433293 lat=25.449713
computing 2942-th point: lon=98.566706 lat=25.383296
computing 7776-th point: lon=100.333300 lat=25.018263
computing 528-th point: lon=97.666705 lat=23.956264
computing 5307-th point: lon=99.433293 lat=25.416552
computing 2943-th point: lon=98.566706 lat=25.350135
computing 529-th point: lon=97.666705 lat=23.923111
computing 5308-th point: lon=99.433293 lat=25.383296
computing 7777-th point: lon=100.333300 lat=24.985007
computing 2944-th point: lon=98.566706 lat=25.316975
computing 530-th point: lon=97.666705 lat=23.889861
computing 5309-th point: lon=99.433293 lat=25.350135
computing 7778-th point: lon=100.333300 lat=24.951853
computing 2945-th point: lon=98.566706 lat=25.283719
computing 531-th point: lon=97.666705 lat=23.856714
computing 5310-th point: lon=99.433293 lat=25.316975
computing 7779-th point: lon=100.333300 lat=24.918693
computing 2946-th point: lon=98.566706 lat=25.250558
computing 532-th point: lon=97.666705 lat=23.823561
computing 5311-th point: lon=99.433293 lat=25.283719
computing 7780-th point: lon=100.333300 lat=24.885437
computing 2947-th point: lon=98.566706 lat=25.217404
computing 533-th point: lon=97.666705 lat=23.790311
computing 5312-th point: lon=99.433293 lat=25.250558
computing 7781-th point: lon=100.333300 lat=24.852283
computing 2948-th point: lon=98.566706 lat=25.184148
computing 534-th point: lon=97.666705 lat=23.757164
computing 5313-th point: lon=99.433293 lat=25.217404
computing 7782-th point: lon=100.333300 lat=24.819129
computing 2949-th point: lon=98.566706 lat=25.150987
computing 535-th point: lon=97.666705 lat=23.724018
computing 5314-th point: lon=99.433293 lat=25.184148
computing 7783-th point: lon=100.333300 lat=24.785873
computing 2950-th point: lon=98.566706 lat=25.117834
computing 536-th point: lon=97.666705 lat=23.690768
computing 5315-th point: lon=99.433293 lat=25.150987
computing 7784-th point: lon=100.333300 lat=24.752719
computing 2951-th point: lon=98.566706 lat=25.084578
computing 537-th point: lon=97.666705 lat=23.657614
computing 5316-th point: lon=99.433293 lat=25.117834
computing 7785-th point: lon=100.333300 lat=24.719565
computing 2952-th point: lon=98.566706 lat=25.051417
computing 538-th point: lon=97.666705 lat=23.624468
computing 5317-th point: lon=99.433293 lat=25.084578
computing 7786-th point: lon=100.333300 lat=24.686309
computing 2953-th point: lon=98.566706 lat=25.018263
computing 539-th point: lon=97.666705 lat=23.591218
computing 5318-th point: lon=99.433293 lat=25.051417
computing 7787-th point: lon=100.333300 lat=24.653155
computing 2954-th point: lon=98.566706 lat=24.985007
computing 540-th point: lon=97.666705 lat=23.558078
computing 5319-th point: lon=99.433293 lat=25.018263
computing 7788-th point: lon=100.333300 lat=24.620002
computing 2955-th point: lon=98.566706 lat=24.951853
computing 541-th point: lon=97.666705 lat=23.524924
computing 5320-th point: lon=99.433293 lat=24.985007
computing 7789-th point: lon=100.333300 lat=24.586746
computing 2956-th point: lon=98.566706 lat=24.918693
computing 542-th point: lon=97.666705 lat=23.491682
computing 5321-th point: lon=99.433293 lat=24.951853
computing 7790-th point: lon=100.333300 lat=24.553592
computing 2957-th point: lon=98.566706 lat=24.885437
computing 543-th point: lon=97.666705 lat=23.458535
computing 5322-th point: lon=99.433293 lat=24.918693
computing 7791-th point: lon=100.333300 lat=24.520438
computing 2958-th point: lon=98.566706 lat=24.852283
computing 544-th point: lon=97.666705 lat=23.425381
computing 5323-th point: lon=99.433293 lat=24.885437
computing 7792-th point: lon=100.333300 lat=24.487189
computing 2959-th point: lon=98.566706 lat=24.819129
computing 545-th point: lon=97.666705 lat=23.392139
computing 5324-th point: lon=99.433293 lat=24.852283
computing 2960-th point: lon=98.566706 lat=24.785873
computing 7793-th point: lon=100.333300 lat=24.454035
computing 546-th point: lon=97.666705 lat=23.358992
computing 5325-th point: lon=99.433293 lat=24.819129
computing 2961-th point: lon=98.566706 lat=24.752719
computing 7794-th point: lon=100.333300 lat=24.420881
computing 547-th point: lon=97.699996 lat=26.345977
computing 5326-th point: lon=99.433293 lat=24.785873
computing 548-th point: lon=97.699996 lat=26.312809
computing 7795-th point: lon=100.333300 lat=24.387625
computing 2962-th point: lon=98.566706 lat=24.719565
computing 5327-th point: lon=99.433293 lat=24.752719
computing 549-th point: lon=97.699996 lat=26.279546
computing 7796-th point: lon=100.333300 lat=24.354478
computing 2963-th point: lon=98.566706 lat=24.686309
computing 550-th point: lon=97.699996 lat=26.246386
computing 5328-th point: lon=99.433293 lat=24.719565
computing 7797-th point: lon=100.333300 lat=24.321324
computing 2964-th point: lon=98.566706 lat=24.653155
computing 5329-th point: lon=99.433293 lat=24.686309
computing 551-th point: lon=97.699996 lat=26.213219
computing 2965-th point: lon=98.566706 lat=24.620002
computing 7798-th point: lon=100.333300 lat=24.288068
computing 552-th point: lon=97.699996 lat=26.179955
computing 2966-th point: lon=98.566706 lat=24.586746
computing 5330-th point: lon=99.433293 lat=24.653155
computing 7799-th point: lon=100.333300 lat=24.254921
computing 553-th point: lon=97.699996 lat=26.146795
computing 2967-th point: lon=98.566706 lat=24.553592
computing 554-th point: lon=97.699996 lat=26.113634
computing 7800-th point: lon=100.333300 lat=24.221768
computing 2968-th point: lon=98.566706 lat=24.520438
computing 555-th point: lon=97.699996 lat=26.080365
computing 5331-th point: lon=99.433293 lat=24.620002
computing 7801-th point: lon=100.333300 lat=24.188518
computing 556-th point: lon=97.699996 lat=26.047204
computing 2969-th point: lon=98.566706 lat=24.487189
computing 5332-th point: lon=99.433293 lat=24.586746
computing 7802-th point: lon=100.333300 lat=24.155364
computing 557-th point: lon=97.699996 lat=26.014043
computing 2970-th point: lon=98.566706 lat=24.454035
computing 5333-th point: lon=99.433293 lat=24.553592
computing 7803-th point: lon=100.333300 lat=24.122211
computing 558-th point: lon=97.699996 lat=25.980780
computing 2971-th point: lon=98.566706 lat=24.420881
computing 5334-th point: lon=99.433293 lat=24.520438
computing 7804-th point: lon=100.333300 lat=24.088961
computing 559-th point: lon=97.699996 lat=25.947620
computing 2972-th point: lon=98.566706 lat=24.387625
computing 560-th point: lon=97.699996 lat=25.914459
computing 7805-th point: lon=100.333300 lat=24.055814
computing 5335-th point: lon=99.433293 lat=24.487189
computing 2973-th point: lon=98.566706 lat=24.354478
computing 561-th point: lon=97.699996 lat=25.881196
computing 7806-th point: lon=100.333300 lat=24.022661
computing 5336-th point: lon=99.433293 lat=24.454035
computing 2974-th point: lon=98.566706 lat=24.321324
computing 562-th point: lon=97.699996 lat=25.848036
computing 5337-th point: lon=99.433293 lat=24.420881
computing 7807-th point: lon=100.333300 lat=23.989411
computing 2975-th point: lon=98.566706 lat=24.288068
computing 563-th point: lon=97.699996 lat=25.814868
computing 5338-th point: lon=99.433293 lat=24.387625
computing 7808-th point: lon=100.333300 lat=23.956264
computing 2976-th point: lon=98.566706 lat=24.254921
computing 564-th point: lon=97.699996 lat=25.781612
computing 7809-th point: lon=100.333300 lat=23.923111
computing 2977-th point: lon=98.566706 lat=24.221768
computing 5339-th point: lon=99.433293 lat=24.354478
computing 7810-th point: lon=100.333300 lat=23.889861
computing 2978-th point: lon=98.566706 lat=24.188518
computing 565-th point: lon=97.699996 lat=25.748451
computing 7811-th point: lon=100.333300 lat=23.856714
computing 2979-th point: lon=98.566706 lat=24.155364
computing 5340-th point: lon=99.433293 lat=24.321324
computing 7812-th point: lon=100.333300 lat=23.823561
computing 2980-th point: lon=98.566706 lat=24.122211
computing 566-th point: lon=97.699996 lat=25.715291
computing 7813-th point: lon=100.333300 lat=23.790311
computing 2981-th point: lon=98.566706 lat=24.088961
computing 5341-th point: lon=99.433293 lat=24.288068
computing 2982-th point: lon=98.566706 lat=24.055814
computing 7814-th point: lon=100.333300 lat=23.757164
computing 567-th point: lon=97.699996 lat=25.682028
computing 2983-th point: lon=98.566706 lat=24.022661
computing 7815-th point: lon=100.333300 lat=23.724018
computing 5342-th point: lon=99.433293 lat=24.254921
computing 568-th point: lon=97.699996 lat=25.648867
computing 2984-th point: lon=98.566706 lat=23.989411
computing 7816-th point: lon=100.333300 lat=23.690768
computing 569-th point: lon=97.699996 lat=25.615707
computing 5343-th point: lon=99.433293 lat=24.221768
computing 2985-th point: lon=98.566706 lat=23.956264
computing 7817-th point: lon=100.333300 lat=23.657614
computing 570-th point: lon=97.699996 lat=25.582451
computing 5344-th point: lon=99.433293 lat=24.188518
computing 2986-th point: lon=98.566706 lat=23.923111
computing 7818-th point: lon=100.333300 lat=23.624468
computing 571-th point: lon=97.699996 lat=25.549290
computing 5345-th point: lon=99.433293 lat=24.155364
computing 2987-th point: lon=98.566706 lat=23.889861
computing 7819-th point: lon=100.333300 lat=23.591218
computing 572-th point: lon=97.699996 lat=25.516129
computing 5346-th point: lon=99.433293 lat=24.122211
computing 2988-th point: lon=98.566706 lat=23.856714
computing 7820-th point: lon=100.333300 lat=23.558078
computing 573-th point: lon=97.699996 lat=25.482873
computing 5347-th point: lon=99.433293 lat=24.088961
computing 2989-th point: lon=98.566706 lat=23.823561
computing 7821-th point: lon=100.333300 lat=23.524924
computing 574-th point: lon=97.699996 lat=25.449713
computing 5348-th point: lon=99.433293 lat=24.055814
computing 2990-th point: lon=98.566706 lat=23.790311
computing 575-th point: lon=97.699996 lat=25.416552
computing 7822-th point: lon=100.333300 lat=23.491682
computing 5349-th point: lon=99.433293 lat=24.022661
computing 2991-th point: lon=98.566706 lat=23.757164
computing 576-th point: lon=97.699996 lat=25.383296
computing 7823-th point: lon=100.333300 lat=23.458535
computing 577-th point: lon=97.699996 lat=25.350135
computing 5350-th point: lon=99.433293 lat=23.989411
computing 2992-th point: lon=98.566706 lat=23.724018
computing 7824-th point: lon=100.333300 lat=23.425381
computing 578-th point: lon=97.699996 lat=25.316975
computing 5351-th point: lon=99.433293 lat=23.956264
computing 2993-th point: lon=98.566706 lat=23.690768
computing 7825-th point: lon=100.333300 lat=23.392139
computing 579-th point: lon=97.699996 lat=25.283719
computing 2994-th point: lon=98.566706 lat=23.657614
computing 5352-th point: lon=99.433293 lat=23.923111
computing 580-th point: lon=97.699996 lat=25.250558
computing 2995-th point: lon=98.566706 lat=23.624468
computing 7826-th point: lon=100.333300 lat=23.358992
computing 581-th point: lon=97.699996 lat=25.217404
computing 5353-th point: lon=99.433293 lat=23.889861
computing 2996-th point: lon=98.566706 lat=23.591218
computing 582-th point: lon=97.699996 lat=25.184148
computing 7827-th point: lon=100.366700 lat=26.345977
computing 5354-th point: lon=99.433293 lat=23.856714
computing 2997-th point: lon=98.566706 lat=23.558078
computing 583-th point: lon=97.699996 lat=25.150987
computing 5355-th point: lon=99.433293 lat=23.823561
computing 2998-th point: lon=98.566706 lat=23.524924
computing 584-th point: lon=97.699996 lat=25.117834
computing 7828-th point: lon=100.366700 lat=26.312809
computing 5356-th point: lon=99.433293 lat=23.790311
computing 585-th point: lon=97.699996 lat=25.084578
computing 2999-th point: lon=98.566706 lat=23.491682
computing 7829-th point: lon=100.366700 lat=26.279546
computing 586-th point: lon=97.699996 lat=25.051417
computing 5357-th point: lon=99.433293 lat=23.757164
computing 3000-th point: lon=98.566706 lat=23.458535
computing 587-th point: lon=97.699996 lat=25.018263
computing 5358-th point: lon=99.433293 lat=23.724018
computing 3001-th point: lon=98.566706 lat=23.425381
computing 7830-th point: lon=100.366700 lat=26.246386
computing 588-th point: lon=97.699996 lat=24.985007
computing 3002-th point: lon=98.566706 lat=23.392139
computing 5359-th point: lon=99.433293 lat=23.690768
computing 589-th point: lon=97.699996 lat=24.951853
computing 3003-th point: lon=98.566706 lat=23.358992
computing 590-th point: lon=97.699996 lat=24.918693
computing 5360-th point: lon=99.433293 lat=23.657614
computing 3004-th point: lon=98.599996 lat=26.345977
computing 7831-th point: lon=100.366700 lat=26.213219
computing 591-th point: lon=97.699996 lat=24.885437
computing 5361-th point: lon=99.433293 lat=23.624468
computing 3005-th point: lon=98.599996 lat=26.312809
computing 592-th point: lon=97.699996 lat=24.852283
computing 7832-th point: lon=100.366700 lat=26.179955
computing 3006-th point: lon=98.599996 lat=26.279546
computing 5362-th point: lon=99.433293 lat=23.591218
computing 3007-th point: lon=98.599996 lat=26.246386
computing 593-th point: lon=97.699996 lat=24.819129
computing 7833-th point: lon=100.366700 lat=26.146795
computing 5363-th point: lon=99.433293 lat=23.558078
computing 3008-th point: lon=98.599996 lat=26.213219
computing 7834-th point: lon=100.366700 lat=26.113634
computing 594-th point: lon=97.699996 lat=24.785873
computing 3009-th point: lon=98.599996 lat=26.179955
computing 5364-th point: lon=99.433293 lat=23.524924
computing 595-th point: lon=97.699996 lat=24.752719
computing 3010-th point: lon=98.599996 lat=26.146795
computing 596-th point: lon=97.699996 lat=24.719565
computing 7835-th point: lon=100.366700 lat=26.080365
computing 3011-th point: lon=98.599996 lat=26.113634
computing 597-th point: lon=97.699996 lat=24.686309
computing 3012-th point: lon=98.599996 lat=26.080365
computing 5365-th point: lon=99.433293 lat=23.491682
computing 598-th point: lon=97.699996 lat=24.653155
computing 7836-th point: lon=100.366700 lat=26.047204
computing 3013-th point: lon=98.599996 lat=26.047204
computing 5366-th point: lon=99.433293 lat=23.458535
computing 599-th point: lon=97.699996 lat=24.620002
computing 3014-th point: lon=98.599996 lat=26.014043
computing 5367-th point: lon=99.433293 lat=23.425381
computing 600-th point: lon=97.699996 lat=24.586746
computing 7837-th point: lon=100.366700 lat=26.014043
computing 601-th point: lon=97.699996 lat=24.553592
computing 5368-th point: lon=99.433293 lat=23.392139
computing 3015-th point: lon=98.599996 lat=25.980780
computing 602-th point: lon=97.699996 lat=24.520438
computing 5369-th point: lon=99.433293 lat=23.358992
computing 7838-th point: lon=100.366700 lat=25.980780
computing 3016-th point: lon=98.599996 lat=25.947620
computing 5370-th point: lon=99.466699 lat=26.345977
computing 603-th point: lon=97.699996 lat=24.487189
computing 3017-th point: lon=98.599996 lat=25.914459
computing 5371-th point: lon=99.466699 lat=26.312809
computing 7839-th point: lon=100.366700 lat=25.947620
computing 604-th point: lon=97.699996 lat=24.454035
computing 3018-th point: lon=98.599996 lat=25.881196
computing 5372-th point: lon=99.466699 lat=26.279546
computing 605-th point: lon=97.699996 lat=24.420881
computing 3019-th point: lon=98.599996 lat=25.848036
computing 7840-th point: lon=100.366700 lat=25.914459
computing 5373-th point: lon=99.466699 lat=26.246386
computing 606-th point: lon=97.699996 lat=24.387625
computing 3020-th point: lon=98.599996 lat=25.814868
computing 5374-th point: lon=99.466699 lat=26.213219
computing 607-th point: lon=97.699996 lat=24.354478
computing 7841-th point: lon=100.366700 lat=25.881196
computing 3021-th point: lon=98.599996 lat=25.781612
computing 5375-th point: lon=99.466699 lat=26.179955
computing 608-th point: lon=97.699996 lat=24.321324
computing 3022-th point: lon=98.599996 lat=25.748451
computing 5376-th point: lon=99.466699 lat=26.146795
computing 7842-th point: lon=100.366700 lat=25.848036
computing 609-th point: lon=97.699996 lat=24.288068
computing 5377-th point: lon=99.466699 lat=26.113634
computing 3023-th point: lon=98.599996 lat=25.715291
computing 610-th point: lon=97.699996 lat=24.254921
computing 7843-th point: lon=100.366700 lat=25.814868
computing 5378-th point: lon=99.466699 lat=26.080365
computing 3024-th point: lon=98.599996 lat=25.682028
computing 611-th point: lon=97.699996 lat=24.221768
computing 5379-th point: lon=99.466699 lat=26.047204
computing 3025-th point: lon=98.599996 lat=25.648867
computing 612-th point: lon=97.699996 lat=24.188518
computing 7844-th point: lon=100.366700 lat=25.781612
computing 5380-th point: lon=99.466699 lat=26.014043
computing 613-th point: lon=97.699996 lat=24.155364
computing 3026-th point: lon=98.599996 lat=25.615707
computing 5381-th point: lon=99.466699 lat=25.980780
computing 7845-th point: lon=100.366700 lat=25.748451
computing 614-th point: lon=97.699996 lat=24.122211
computing 3027-th point: lon=98.599996 lat=25.582451
computing 5382-th point: lon=99.466699 lat=25.947620
computing 615-th point: lon=97.699996 lat=24.088961
computing 3028-th point: lon=98.599996 lat=25.549290
computing 5383-th point: lon=99.466699 lat=25.914459
computing 616-th point: lon=97.699996 lat=24.055814
computing 7846-th point: lon=100.366700 lat=25.715291
computing 3029-th point: lon=98.599996 lat=25.516129
computing 5384-th point: lon=99.466699 lat=25.881196
computing 617-th point: lon=97.699996 lat=24.022661
computing 5385-th point: lon=99.466699 lat=25.848036
computing 7847-th point: lon=100.366700 lat=25.682028
computing 3030-th point: lon=98.599996 lat=25.482873
computing 618-th point: lon=97.699996 lat=23.989411
computing 5386-th point: lon=99.466699 lat=25.814868
computing 619-th point: lon=97.699996 lat=23.956264
computing 3031-th point: lon=98.599996 lat=25.449713
computing 7848-th point: lon=100.366700 lat=25.648867
computing 5387-th point: lon=99.466699 lat=25.781612
computing 620-th point: lon=97.699996 lat=23.923111
computing 3032-th point: lon=98.599996 lat=25.416552
computing 5388-th point: lon=99.466699 lat=25.748451
computing 621-th point: lon=97.699996 lat=23.889861
computing 7849-th point: lon=100.366700 lat=25.615707
computing 3033-th point: lon=98.599996 lat=25.383296
computing 5389-th point: lon=99.466699 lat=25.715291
computing 622-th point: lon=97.699996 lat=23.856714
computing 3034-th point: lon=98.599996 lat=25.350135
computing 5390-th point: lon=99.466699 lat=25.682028
computing 623-th point: lon=97.699996 lat=23.823561
computing 7850-th point: lon=100.366700 lat=25.582451
computing 3035-th point: lon=98.599996 lat=25.316975
computing 5391-th point: lon=99.466699 lat=25.648867
computing 624-th point: lon=97.699996 lat=23.790311
computing 5392-th point: lon=99.466699 lat=25.615707
computing 625-th point: lon=97.699996 lat=23.757164
computing 3036-th point: lon=98.599996 lat=25.283719
computing 7851-th point: lon=100.366700 lat=25.549290
computing 5393-th point: lon=99.466699 lat=25.582451
computing 626-th point: lon=97.699996 lat=23.724018
computing 3037-th point: lon=98.599996 lat=25.250558
computing 5394-th point: lon=99.466699 lat=25.549290
computing 627-th point: lon=97.699996 lat=23.690768
computing 7852-th point: lon=100.366700 lat=25.516129
computing 3038-th point: lon=98.599996 lat=25.217404
computing 5395-th point: lon=99.466699 lat=25.516129
computing 628-th point: lon=97.699996 lat=23.657614
computing 3039-th point: lon=98.599996 lat=25.184148
computing 629-th point: lon=97.699996 lat=23.624468
computing 5396-th point: lon=99.466699 lat=25.482873
computing 7853-th point: lon=100.366700 lat=25.482873
computing 630-th point: lon=97.699996 lat=23.591218
computing 5397-th point: lon=99.466699 lat=25.449713
computing 3040-th point: lon=98.599996 lat=25.150987
computing 631-th point: lon=97.699996 lat=23.558078
computing 7854-th point: lon=100.366700 lat=25.449713
computing 5398-th point: lon=99.466699 lat=25.416552
computing 3041-th point: lon=98.599996 lat=25.117834
computing 632-th point: lon=97.699996 lat=23.524924
computing 5399-th point: lon=99.466699 lat=25.383296
computing 3042-th point: lon=98.599996 lat=25.084578
computing 7855-th point: lon=100.366700 lat=25.416552
computing 633-th point: lon=97.699996 lat=23.491682
computing 5400-th point: lon=99.466699 lat=25.350135
computing 3043-th point: lon=98.599996 lat=25.051417
computing 634-th point: lon=97.699996 lat=23.458535
computing 5401-th point: lon=99.466699 lat=25.316975
computing 7856-th point: lon=100.366700 lat=25.383296
computing 635-th point: lon=97.699996 lat=23.425381
computing 5402-th point: lon=99.466699 lat=25.283719
computing 3044-th point: lon=98.599996 lat=25.018263
computing 636-th point: lon=97.699996 lat=23.392139
computing 5403-th point: lon=99.466699 lat=25.250558
computing 7857-th point: lon=100.366700 lat=25.350135
computing 3045-th point: lon=98.599996 lat=24.985007
computing 637-th point: lon=97.699996 lat=23.358992
computing 5404-th point: lon=99.466699 lat=25.217404
computing 3046-th point: lon=98.599996 lat=24.951853
computing 638-th point: lon=97.733300 lat=26.345977
computing 7858-th point: lon=100.366700 lat=25.316975
computing 5405-th point: lon=99.466699 lat=25.184148
computing 3047-th point: lon=98.599996 lat=24.918693
computing 639-th point: lon=97.733300 lat=26.312809
computing 5406-th point: lon=99.466699 lat=25.150987
computing 640-th point: lon=97.733300 lat=26.279546
computing 7859-th point: lon=100.366700 lat=25.283719
computing 3048-th point: lon=98.599996 lat=24.885437
computing 5407-th point: lon=99.466699 lat=25.117834
computing 641-th point: lon=97.733300 lat=26.246386
computing 3049-th point: lon=98.599996 lat=24.852283
computing 5408-th point: lon=99.466699 lat=25.084578
computing 642-th point: lon=97.733300 lat=26.213219
computing 3050-th point: lon=98.599996 lat=24.819129
computing 7860-th point: lon=100.366700 lat=25.250558
computing 643-th point: lon=97.733300 lat=26.179955
computing 3051-th point: lon=98.599996 lat=24.785873
computing 644-th point: lon=97.733300 lat=26.146795
computing 5409-th point: lon=99.466699 lat=25.051417
computing 3052-th point: lon=98.599996 lat=24.752719
computing 7861-th point: lon=100.366700 lat=25.217404
computing 645-th point: lon=97.733300 lat=26.113634
computing 5410-th point: lon=99.466699 lat=25.018263
computing 646-th point: lon=97.733300 lat=26.080365
computing 3053-th point: lon=98.599996 lat=24.719565
computing 7862-th point: lon=100.366700 lat=25.184148
computing 647-th point: lon=97.733300 lat=26.047204
computing 5411-th point: lon=99.466699 lat=24.985007
computing 3054-th point: lon=98.599996 lat=24.686309
computing 648-th point: lon=97.733300 lat=26.014043
computing 5412-th point: lon=99.466699 lat=24.951853
computing 7863-th point: lon=100.366700 lat=25.150987
computing 3055-th point: lon=98.599996 lat=24.653155
computing 649-th point: lon=97.733300 lat=25.980780
computing 5413-th point: lon=99.466699 lat=24.918693
computing 650-th point: lon=97.733300 lat=25.947620
computing 7864-th point: lon=100.366700 lat=25.117834
computing 3056-th point: lon=98.599996 lat=24.620002
computing 5414-th point: lon=99.466699 lat=24.885437
computing 651-th point: lon=97.733300 lat=25.914459
computing 3057-th point: lon=98.599996 lat=24.586746
computing 652-th point: lon=97.733300 lat=25.881196
computing 5415-th point: lon=99.466699 lat=24.852283
computing 7865-th point: lon=100.366700 lat=25.084578
computing 3058-th point: lon=98.599996 lat=24.553592
computing 653-th point: lon=97.733300 lat=25.848036
computing 5416-th point: lon=99.466699 lat=24.819129
computing 7866-th point: lon=100.366700 lat=25.051417
computing 654-th point: lon=97.733300 lat=25.814868
computing 3059-th point: lon=98.599996 lat=24.520438
computing 5417-th point: lon=99.466699 lat=24.785873
computing 655-th point: lon=97.733300 lat=25.781612
computing 5418-th point: lon=99.466699 lat=24.752719
computing 3060-th point: lon=98.599996 lat=24.487189
computing 7867-th point: lon=100.366700 lat=25.018263
computing 656-th point: lon=97.733300 lat=25.748451
computing 5419-th point: lon=99.466699 lat=24.719565
computing 3061-th point: lon=98.599996 lat=24.454035
computing 657-th point: lon=97.733300 lat=25.715291
computing 5420-th point: lon=99.466699 lat=24.686309
computing 7868-th point: lon=100.366700 lat=24.985007
computing 3062-th point: lon=98.599996 lat=24.420881
computing 658-th point: lon=97.733300 lat=25.682028
computing 5421-th point: lon=99.466699 lat=24.653155
computing 3063-th point: lon=98.599996 lat=24.387625
computing 659-th point: lon=97.733300 lat=25.648867
computing 7869-th point: lon=100.366700 lat=24.951853
computing 5422-th point: lon=99.466699 lat=24.620002
computing 3064-th point: lon=98.599996 lat=24.354478
computing 660-th point: lon=97.733300 lat=25.615707
computing 5423-th point: lon=99.466699 lat=24.586746
computing 661-th point: lon=97.733300 lat=25.582451
computing 3065-th point: lon=98.599996 lat=24.321324
computing 7870-th point: lon=100.366700 lat=24.918693
computing 5424-th point: lon=99.466699 lat=24.553592
computing 662-th point: lon=97.733300 lat=25.549290
computing 3066-th point: lon=98.599996 lat=24.288068
computing 5425-th point: lon=99.466699 lat=24.520438
computing 663-th point: lon=97.733300 lat=25.516129
computing 7871-th point: lon=100.366700 lat=24.885437
computing 3067-th point: lon=98.599996 lat=24.254921
computing 5426-th point: lon=99.466699 lat=24.487189
computing 664-th point: lon=97.733300 lat=25.482873
computing 3068-th point: lon=98.599996 lat=24.221768
computing 7872-th point: lon=100.366700 lat=24.852283
computing 5427-th point: lon=99.466699 lat=24.454035
computing 665-th point: lon=97.733300 lat=25.449713
computing 3069-th point: lon=98.599996 lat=24.188518
computing 5428-th point: lon=99.466699 lat=24.420881
computing 666-th point: lon=97.733300 lat=25.416552
computing 7873-th point: lon=100.366700 lat=24.819129
computing 667-th point: lon=97.733300 lat=25.383296
computing 5429-th point: lon=99.466699 lat=24.387625
computing 3070-th point: lon=98.599996 lat=24.155364
computing 668-th point: lon=97.733300 lat=25.350135
computing 5430-th point: lon=99.466699 lat=24.354478
computing 3071-th point: lon=98.599996 lat=24.122211
computing 7874-th point: lon=100.366700 lat=24.785873
computing 669-th point: lon=97.733300 lat=25.316975
computing 5431-th point: lon=99.466699 lat=24.321324
computing 3072-th point: lon=98.599996 lat=24.088961
computing 670-th point: lon=97.733300 lat=25.283719
computing 5432-th point: lon=99.466699 lat=24.288068
computing 7875-th point: lon=100.366700 lat=24.752719
computing 3073-th point: lon=98.599996 lat=24.055814
computing 671-th point: lon=97.733300 lat=25.250558
computing 5433-th point: lon=99.466699 lat=24.254921
computing 3074-th point: lon=98.599996 lat=24.022661
computing 672-th point: lon=97.733300 lat=25.217404
computing 7876-th point: lon=100.366700 lat=24.719565
computing 5434-th point: lon=99.466699 lat=24.221768
computing 3075-th point: lon=98.599996 lat=23.989411
computing 673-th point: lon=97.733300 lat=25.184148
computing 5435-th point: lon=99.466699 lat=24.188518
computing 674-th point: lon=97.733300 lat=25.150987
computing 7877-th point: lon=100.366700 lat=24.686309
computing 3076-th point: lon=98.599996 lat=23.956264
computing 5436-th point: lon=99.466699 lat=24.155364
computing 675-th point: lon=97.733300 lat=25.117834
computing 3077-th point: lon=98.599996 lat=23.923111
computing 5437-th point: lon=99.466699 lat=24.122211
computing 7878-th point: lon=100.366700 lat=24.653155
computing 676-th point: lon=97.733300 lat=25.084578
computing 3078-th point: lon=98.599996 lat=23.889861
computing 5438-th point: lon=99.466699 lat=24.088961
computing 677-th point: lon=97.733300 lat=25.051417
computing 3079-th point: lon=98.599996 lat=23.856714
computing 7879-th point: lon=100.366700 lat=24.620002
computing 5439-th point: lon=99.466699 lat=24.055814
computing 678-th point: lon=97.733300 lat=25.018263
