45212	Zhongshan	113.1828 	22.5482 
45213	Zhongshan	113.1820 	22.5500 
45214	Zhongshan	113.1814 	22.5535 
45215	Zhongshan	113.1812 	22.5589 
45216	Zhongshan	113.1807 	22.5660 
45217	Zhongshan	113.1794 	22.5723 
45218	Zhongshan	113.1779 	22.5787 
45219	Zhongshan	113.1763 	22.5851 
45220	Zhongshan	113.1734 	22.5931 
45221	Zhongshan	113.1707 	22.5975 
45222	Zhongshan	113.1680 	22.6012 
45223	Zhongshan	113.1659 	22.6039 
45224	Zhongshan	113.1614 	22.6087 
45225	Zhongshan	113.1634 	22.6108 
45226	Zhongshan	113.1691 	22.6425 
45227	Zhongshan	113.1676 	22.6559 
45228	Zhongshan	113.1647 	22.6674 
45229	Zhongshan	113.1704 	22.6717 
45230	Zhongshan	113.1797 	22.6759 
45231	Zhongshan	113.1929 	22.6806 
45232	Zhongshan	113.1973 	22.6870 
45233	Zhongshan	113.1986 	22.6892 
45234	Zhongshan	113.1984 	22.6904 
45235	Zhongshan	113.2011 	22.6988 
45236	Zhongshan	113.2105 	22.7053 
45237	Zhongshan	113.2147 	22.7096 
45238	Zhongshan	113.2201 	22.7164 
45239	Zhongshan	113.2255 	22.7256 
45240	Zhongshan	113.2287 	22.7322 
45241	Zhongshan	113.2314 	22.7402 
45242	Zhongshan	113.2331 	22.7444 
45243	Zhongshan	113.2352 	22.7470 
45244	Zhongshan	113.2378 	22.7473 
45245	Zhongshan	113.2404 	22.7470 
45246	Zhongshan	113.2439 	22.7458 
45247	Zhongshan	113.2466 	22.7444 
45248	Zhongshan	113.2497 	22.7420 
45249	Zhongshan	113.2517 	22.7404 
45250	Zhongshan	113.2541 	22.7382 
45251	Zhongshan	113.2558 	22.7364 
45252	Zhongshan	113.2568 	22.7352 
45253	Zhongshan	113.2578 	22.7338 
45254	Zhongshan	113.2591 	22.7324 
45255	Zhongshan	113.2610 	22.7306 
45256	Zhongshan	113.2636 	22.7282 
45257	Zhongshan	113.2680 	22.7270 
45258	Zhongshan	113.2720 	22.7285 
45259	Zhongshan	113.2758 	22.7347 
45260	Zhongshan	113.2809 	22.7384 
45261	Zhongshan	113.2876 	22.7397 
45262	Zhongshan	113.2938 	22.7389 
45263	Zhongshan	113.3000 	22.7396 
45264	Zhongshan	113.3108 	22.7437 
45265	Zhongshan	113.3146 	22.7438 
45266	Zhongshan	113.3206 	22.7450 
45267	Zhongshan	113.3280 	22.7579 
45268	Zhongshan	113.3316 	22.7617 
45269	Zhongshan	113.3366 	22.7652 
45270	Zhongshan	113.3427 	22.7683 
45271	Zhongshan	113.3487 	22.7705 
45272	Zhongshan	113.3547 	22.7726 
45273	Zhongshan	113.3612 	22.7762 
45274	Zhongshan	113.3638 	22.7721 
45275	Zhongshan	113.3688 	22.7678 
45276	Zhongshan	113.3744 	22.7637 
45277	Zhongshan	113.3784 	22.7604 
45278	Zhongshan	113.3857 	22.7565 
45279	Zhongshan	113.3930 	22.7529 
45280	Zhongshan	113.3986 	22.7496 
45281	Zhongshan	113.4025 	22.7469 
45282	Zhongshan	113.4096 	22.7426 
45283	Zhongshan	113.4165 	22.7398 
45284	Zhongshan	113.4233 	22.7381 
45285	Zhongshan	113.4301 	22.7377 
45286	Zhongshan	113.4374 	22.7380 
45287	Zhongshan	113.4546 	22.7278 
45288	Zhongshan	113.4551 	22.7261 
45289	Zhongshan	113.4595 	22.7228 
45290	Zhongshan	113.4675 	22.7191 
45291	Zhongshan	113.4709 	22.7180 
45292	Zhongshan	113.4893 	22.7060 
45293	Zhongshan	113.4907 	22.7038 
45294	Zhongshan	113.4972 	22.6985 
45295	Zhongshan	113.5033 	22.6965 
45296	Zhongshan	113.5087 	22.6934 
45297	Zhongshan	113.5443 	22.6703 
45298	Zhongshan	113.5517 	22.6643 
45299	Zhongshan	113.5657 	22.6543 
45300	Zhongshan	113.5759 	22.6413 
45301	Zhongshan	113.5787 	22.6386 
45302	Zhongshan	113.5830 	22.6338 
45303	Zhongshan	113.5951 	22.6203 
45304	Zhongshan	113.6101 	22.5980 
45305	Zhongshan	113.6171 	22.5890 
45306	Zhongshan	113.6272 	22.5837 
45307	Zhongshan	113.6295 	22.5825 
45308	Zhongshan	113.6347 	22.5737 
45309	Zhongshan	113.6346 	22.5627 
45310	Zhongshan	113.6340 	22.5627 
45311	Zhongshan	113.6338 	22.5629 
45312	Zhongshan	113.6318 	22.5660 
45313	Zhongshan	113.6315 	22.5665 
45314	Zhongshan	113.6299 	22.5662 
45315	Zhongshan	113.6296 	22.5660 
45316	Zhongshan	113.6282 	22.5646 
45317	Zhongshan	113.6279 	22.5643 
45318	Zhongshan	113.6254 	22.5621 
45319	Zhongshan	113.6249 	22.5621 
45320	Zhongshan	113.6226 	22.5601 
45321	Zhongshan	113.6201 	22.5579 
45322	Zhongshan	113.6201 	22.5571 
45323	Zhongshan	113.6201 	22.5565 
45324	Zhongshan	113.6201 	22.5560 
45325	Zhongshan	113.6204 	22.5557 
45326	Zhongshan	113.6207 	22.5557 
45327	Zhongshan	113.6215 	22.5543 
45328	Zhongshan	113.6218 	22.5518 
45329	Zhongshan	113.6218 	22.5510 
45330	Zhongshan	113.6218 	22.5504 
45331	Zhongshan	113.6218 	22.5493 
45332	Zhongshan	113.6215 	22.5482 
45333	Zhongshan	113.6121 	22.5482 
45334	Zhongshan	113.6099 	22.5485 
45335	Zhongshan	113.6093 	22.5485 
45336	Zhongshan	113.6065 	22.5485 
45337	Zhongshan	113.6060 	22.5485 
45338	Zhongshan	113.6049 	22.5482 
