97.000000 27.000000 3.330700
97.000000 26.750000 3.330700
97.000000 26.500000 3.330700
97.000000 26.250000 3.330700
97.000000 26.000000 3.330700
97.000000 25.750000 3.330700
97.000000 25.500000 3.330700
97.000000 25.250000 3.330700
97.000000 25.000000 3.330700
97.000000 24.750000 3.330700
97.000000 24.500000 3.330700
97.000000 24.250000 3.330700
97.000000 24.000000 3.330700
97.000000 23.750000 3.330700
97.000000 23.500000 3.330700
97.000000 23.250000 3.330700
97.000000 23.000000 3.330700
97.000000 22.750000 3.330700
97.000000 22.500000 3.330700
97.000000 22.250000 3.330700
97.000000 22.000000 3.330700
97.250000 27.000000 3.330700
97.250000 26.750000 3.330700
97.250000 26.500000 3.331570
97.250000 26.250000 3.331920
97.250000 26.000000 3.331280
97.250000 25.750000 3.329780
97.250000 25.500000 3.328550
97.250000 25.250000 3.329760
97.250000 25.000000 3.334630
97.250000 24.750000 3.326270
97.250000 24.500000 3.316720
97.250000 24.250000 3.333230
97.250000 24.000000 3.338710
97.250000 23.750000 3.336490
97.250000 23.500000 3.332290
97.250000 23.250000 3.330680
97.250000 23.000000 3.330620
97.250000 22.750000 3.330700
97.250000 22.500000 3.330760
97.250000 22.250000 3.330700
97.250000 22.000000 3.330700
97.500000 27.000000 3.330700
97.500000 26.750000 3.331560
97.500000 26.500000 3.343810
97.500000 26.250000 3.348970
97.500000 26.000000 3.342790
97.500000 25.750000 3.327320
97.500000 25.500000 3.312850
97.500000 25.250000 3.311070
97.500000 25.000000 3.319930
97.500000 24.750000 3.305540
97.500000 24.500000 3.300450
97.500000 24.250000 3.347940
97.500000 24.000000 3.366940
97.500000 23.750000 3.351220
97.500000 23.500000 3.328520
97.500000 23.250000 3.318100
97.500000 23.000000 3.318050
97.500000 22.750000 3.321690
97.500000 22.500000 3.326510
97.500000 22.250000 3.330780
97.500000 22.000000 3.330700
97.750000 27.000000 3.330700
97.750000 26.750000 3.333160
97.750000 26.500000 3.362590
97.750000 26.250000 3.377300
97.750000 26.000000 3.366440
97.750000 25.750000 3.331970
97.750000 25.500000 3.296290
97.750000 25.250000 3.288250
97.750000 25.000000 3.313920
97.750000 24.750000 3.295830
97.750000 24.500000 3.294250
97.750000 24.250000 3.384470
97.750000 24.000000 3.398920
97.750000 23.750000 3.349260
97.750000 23.500000 3.305070
97.750000 23.250000 3.293390
97.750000 23.000000 3.300120
97.750000 22.750000 3.310870
97.750000 22.500000 3.321780
97.750000 22.250000 3.330780
97.750000 22.000000 3.330700
98.000000 27.000000 3.330700
98.000000 26.750000 3.336460
98.000000 26.500000 3.392580
98.000000 26.250000 3.426580
98.000000 26.000000 3.414410
98.000000 25.750000 3.352520
98.000000 25.500000 3.282500
98.000000 25.250000 3.254010
98.000000 25.000000 3.272760
98.000000 24.750000 3.259930
98.000000 24.500000 3.292800
98.000000 24.250000 3.395060
98.000000 24.000000 3.377690
98.000000 23.750000 3.288050
98.000000 23.500000 3.244990
98.000000 23.250000 3.253090
98.000000 23.000000 3.277510
98.000000 22.750000 3.299330
98.000000 22.500000 3.317210
98.000000 22.250000 3.330680
98.000000 22.000000 3.330700
98.250000 27.000000 3.330700
98.250000 26.750000 3.342560
98.250000 26.500000 3.432650
98.250000 26.250000 3.500090
98.250000 26.000000 3.495070
98.250000 25.750000 3.395470
98.250000 25.500000 3.289860
98.250000 25.250000 3.250340
98.250000 25.000000 3.198070
98.250000 24.750000 3.180410
98.250000 24.500000 3.248270
98.250000 24.250000 3.333060
98.250000 24.000000 3.274700
98.250000 23.750000 3.174320
98.250000 23.500000 3.171280
98.250000 23.250000 3.216920
98.250000 23.000000 3.261950
98.250000 22.750000 3.293160
98.250000 22.500000 3.315240
98.250000 22.250000 3.330640
98.250000 22.000000 3.330700
98.500000 27.000000 3.330700
98.500000 26.750000 3.350820
98.500000 26.500000 3.464560
98.500000 26.250000 3.577730
98.500000 26.000000 3.591110
98.500000 25.750000 3.423300
98.500000 25.500000 3.268370
98.500000 25.250000 3.247190
98.500000 25.000000 3.144920
98.500000 24.750000 3.148160
98.500000 24.500000 3.176840
98.500000 24.250000 3.248420
98.500000 24.000000 3.198510
98.500000 23.750000 3.129800
98.500000 23.500000 3.163880
98.500000 23.250000 3.224420
98.500000 23.000000 3.270060
98.500000 22.750000 3.298860
98.500000 22.500000 3.318010
98.500000 22.250000 3.330830
98.500000 22.000000 3.330700
98.750000 27.000000 3.330700
98.750000 26.750000 3.349370
