97 27 0 3.3717
97 26.75 0 3.3717
97 26.5 0 3.3717
97 26.25 0 3.3717
97 26 0 3.3717
97 25.75 0 3.3717
97 25.5 0 3.3717
97 25.25 0 3.3717
97 25 0 3.3717
97 24.75 0 3.3717
97 24.5 0 3.3717
97 24.25 0 3.3717
97 24 0 3.3717
97 23.75 0 3.3717
97 23.5 0 3.3717
97 23.25 0 3.3717
97 23 0 3.3717
97 22.75 0 3.3717
97 22.5 0 3.3717
97 22.25 0 3.3717
97 22 0 3.3717
97.25 27 0 3.3717
97.25 26.75 0 3.3717
97.25 26.5 0 3.3717
97.25 26.25 0 3.3717
97.25 26 0 3.3717
97.25 25.75 0 3.3717
97.25 25.5 0 3.3717
97.25 25.25 0 3.3717
97.25 25 0 3.3717
97.25 24.75 0 3.3717
97.25 24.5 0 3.3717
97.25 24.25 0 3.3717
97.25 24 0 3.3717
97.25 23.75 0 3.3717
97.25 23.5 0 3.3717
97.25 23.25 0 3.3717
97.25 23 0 3.3717
97.25 22.75 0 3.3717
97.25 22.5 0 3.3717
97.25 22.25 0 3.3717
97.25 22 0 3.3717
97.5 27 0 3.3717
97.5 26.75 0 3.3717
97.5 26.5 0 3.37104
97.5 26.25 0 3.37074
97.5 26 0 3.37082
97.5 25.75 0 3.37114
97.5 25.5 0 3.3718
97.5 25.25 0 3.37301
97.5 25 0 3.37437
97.5 24.75 0 3.37423
97.5 24.5 0 3.36512
97.5 24.25 0 3.36456
97.5 24 0 3.36761
97.5 23.75 0 3.34125
97.5 23.5 0 3.35442
97.5 23.25 0 3.36465
97.5 23 0 3.36895
97.5 22.75 0 3.3707
97.5 22.5 0 3.37141
97.5 22.25 0 3.3717
97.5 22 0 3.3717
97.75 27 0 3.3717
97.75 26.75 0 3.3717
97.75 26.5 0 3.37091
97.75 26.25 0 3.37061
97.75 26 0 3.37094
97.75 25.75 0 3.37166
97.75 25.5 0 3.37322
97.75 25.25 0 3.37655
97.75 25 0 3.38278
97.75 24.75 0 3.40599
97.75 24.5 0 3.33481
97.75 24.25 0 3.38628
97.75 24 0 3.46502
97.75 23.75 0 3.20013
97.75 23.5 0 3.33634
97.75 23.25 0 3.35873
97.75 23 0 3.36635
97.75 22.75 0 3.36934
97.75 22.5 0 3.37072
97.75 22.25 0 3.3717
97.75 22 0 3.3717
98 27 0 3.3717
98 26.75 0 3.3717
98 26.5 0 3.3711
98 26.25 0 3.37086
98 26 0 3.3712
98 25.75 0 3.37199
98 25.5 0 3.37521
98 25.25 0 3.39185
98 25 0 3.44151
98 24.75 0 3.63392
98 24.5 0 3.25578
98 24.25 0 3.34972
98 24 0 3.85205
98 23.75 0 2.91233
98 23.5 0 3.43619
98 23.25 0 3.35515
98 23 0 3.36546
98 22.75 0 3.36815
98 22.5 0 3.36983
98 22.25 0 3.3717
98 22 0 3.3717
98.25 27 0 3.3717
98.25 26.75 0 3.3717
98.25 26.5 0 3.3712
98.25 26.25 0 3.37077
98.25 26 0 3.37045
98.25 25.75 0 3.37094
98.25 25.5 0 3.39359
98.25 25.25 0 3.46098
98.25 25 0 3.35103
98.25 24.75 0 3.64459
98.25 24.5 0 3.48634
98.25 24.25 0 3.65764
98.25 24 0 3.56565
98.25 23.75 0 3.5402
98.25 23.5 0 3.60644
98.25 23.25 0 3.35539
98.25 23 0 3.36539
98.25 22.75 0 3.36691
98.25 22.5 0 3.36892
98.25 22.25 0 3.3717
98.25 22 0 3.3717
98.5 27 0 3.3717
98.5 26.75 0 3.3717
98.5 26.5 0 3.37077
98.5 26.25 0 3.36983
98.5 26 0 3.36948
98.5 25.75 0 3.3743
98.5 25.5 0 3.37378
98.5 25.25 0 3.40593
98.5 25 0 3.31385
98.5 24.75 0 3.42872
98.5 24.5 0 3.53688
98.5 24.25 0 3.80622
98.5 24 0 3.44671
98.5 23.75 0 3.61912
98.5 23.5 0 3.38845
98.5 23.25 0 3.32064
98.5 23 0 3.35892
98.5 22.75 0 3.36448
98.5 22.5 0 3.36798
98.5 22.25 0 3.3717
98.5 22 0 3.3717
98.75 27 0 3.3717
98.75 26.75 0 3.3717
98.75 26.5 0 3.36917
98.75 26.25 0 3.36934
98.75 26 0 3.36025
98.75 25.75 0 3.26207
98.75 25.5 0 3.05526
98.75 25.25 0 3.72626
98.75 25 0 3.04031
98.75 24.75 0 3.51348
98.75 24.5 0 3.85663
98.75 24.25 0 3.72289
98.75 24 0 4.32712
98.75 23.75 0 4.19577
98.75 23.5 0 3.22003
98.75 23.25 0 3.24293
98.75 23 0 3.34917
98.75 22.75 0 3.3629
98.75 22.5 0 3.3677
98.75 22.25 0 3.3717
98.75 22 0 3.3717
99 27 0 3.3717
99 26.75 0 3.3717
99 26.5 0 3.36511
99 26.25 0 3.3786
99 26 0 3.54805
99 25.75 0 3.77646
99 25.5 0 3.44566
99 25.25 0 3.50734
99 25 0 4.1519
99 24.75 0 3.81803
99 24.5 0 3.76675
99 24.25 0 2.99653
99 24 0 2.81164
99 23.75 0 2.7
99 23.5 0 2.79073
99 23.25 0 3.29942
99 23 0 3.35911
99 22.75 0 3.36614
99 22.5 0 3.36899
99 22.25 0 3.3717
99 22 0 3.3717
99.25 27 0 3.3717
99.25 26.75 0 3.3717
99.25 26.5 0 3.35025
99.25 26.25 0 3.24642
99.25 26 0 3.50499
99.25 25.75 0 4.34454
99.25 25.5 0 3.5556
99.25 25.25 0 3.09662
99.25 25 0 3.77911
99.25 24.75 0 3.47818
99.25 24.5 0 3.81948
99.25 24.25 0 4.15647
99.25 24 0 4.16018
99.25 23.75 0 3.9446
99.25 23.5 0 3.79313
99.25 23.25 0 3.68838
99.25 23 0 3.3967
99.25 22.75 0 3.37404
99.25 22.5 0 3.37131
99.25 22.25 0 3.3717
99.25 22 0 3.3717
99.5 27 0 3.3717
99.5 26.75 0 3.3717
99.5 26.5 0 3.34087
99.5 26.25 0 3.19093
99.5 26 0 3.04062
99.5 25.75 0 3.37972
99.5 25.5 0 3.66942
99.5 25.25 0 4.01988
99.5 25 0 3.74573
99.5 24.75 0 2.77724
99.5 24.5 0 3.43198
99.5 24.25 0 3.50505
99.5 24 0 3.46199
99.5 23.75 0 3.41285
99.5 23.5 0 3.2134
99.5 23.25 0 3.42383
99.5 23 0 3.37796
99.5 22.75 0 3.37366
99.5 22.5 0 3.37171
99.5 22.25 0 3.3717
99.5 22 0 3.3717
99.75 27 0 3.3717
99.75 26.75 0 3.3717
99.75 26.5 0 3.34599
99.75 26.25 0 3.28474
99.75 26 0 3.74918
99.75 25.75 0 3.68879
99.75 25.5 0 3.22383
99.75 25.25 0 3.39712
99.75 25 0 3.88361
99.75 24.75 0 4.04307
99.75 24.5 0 3.69581
99.75 24.25 0 3.32955
99.75 24 0 3.50555
99.75 23.75 0 3.33883
99.75 23.5 0 3.52278
99.75 23.25 0 3.3907
99.75 23 0 3.36391
99.75 22.75 0 3.37033
99.75 22.5 0 3.37089
99.75 22.25 0 3.3717
99.75 22 0 3.3717
100 27 0 3.3717
100 26.75 0 3.3717
100 26.5 0 3.34625
100 26.25 0 3.23603
100 26 0 3.00124
100 25.75 0 3.28843
100 25.5 0 4.05174
100 25.25 0 3.44832
100 25 0 3.31064
100 24.75 0 3.54937
100 24.5 0 3.60038
100 24.25 0 3.51002
100 24 0 3.54465
100 23.75 0 3.58031
100 23.5 0 3.38278
100 23.25 0 3.30941
100 23 0 3.35136
100 22.75 0 3.36588
100 22.5 0 3.36962
100 22.25 0 3.3717
100 22 0 3.3717
100.25 27 0 3.3717
100.25 26.75 0 3.3717
100.25 26.5 0 3.36148
100.25 26.25 0 3.38106
100.25 26 0 3.39077
100.25 25.75 0 3.36847
100.25 25.5 0 3.60617
100.25 25.25 0 3.82516
100.25 25 0 3.84972
100.25 24.75 0 3.63642
100.25 24.5 0 3.31753
100.25 24.25 0 3.31018
100.25 24 0 3.43295
100.25 23.75 0 3.40863
100.25 23.5 0 3.32747
100.25 23.25 0 3.11674
100.25 23 0 3.33936
100.25 22.75 0 3.36324
100.25 22.5 0 3.36892
100.25 22.25 0 3.3717
100.25 22 0 3.3717
100.5 27 0 3.3717
100.5 26.75 0 3.3717
100.5 26.5 0 3.37482
100.5 26.25 0 3.50918
100.5 26 0 3.81279
100.5 25.75 0 3.81987
100.5 25.5 0 3.39793
100.5 25.25 0 2.93653
100.5 25 0 2.81256
100.5 24.75 0 3.88011
100.5 24.5 0 4.35998
100.5 24.25 0 3.73601
100.5 24 0 3.54991
100.5 23.75 0 3.50765
100.5 23.5 0 3.86415
100.5 23.25 0 3.37321
100.5 23 0 3.35715
100.5 22.75 0 3.36664
100.5 22.5 0 3.36966
100.5 22.25 0 3.3717
100.5 22 0 3.3717
100.75 27 0 3.3717
100.75 26.75 0 3.3717
100.75 26.5 0 3.35416
100.75 26.25 0 3.22566
100.75 26 0 2.81424
100.75 25.75 0 3.44012
100.75 25.5 0 3.96393
100.75 25.25 0 4.30755
100.75 25 0 3.6341
100.75 24.75 0 2.87195
100.75 24.5 0 2.87031
100.75 24.25 0 3.28027
100.75 24 0 3.07558
100.75 23.75 0 3.17804
100.75 23.5 0 3.34516
100.75 23.25 0 3.38771
100.75 23 0 3.36851
100.75 22.75 0 3.36939
100.75 22.5 0 3.3705
100.75 22.25 0 3.3717
100.75 22 0 3.3717
101 27 0 3.3717
101 26.75 0 3.3717
101 26.5 0 3.36751
101 26.25 0 3.3688
101 26 0 3.66488
101 25.75 0 3.58603
101 25.5 0 2.7
101 25.25 0 3.01944
101 25 0 3.20362
101 24.75 0 3.44922
101 24.5 0 3.80164
101 24.25 0 3.76036
101 24 0 3.36783
101 23.75 0 3.30328
101 23.5 0 3.37282
101 23.25 0 3.36945
101 23 0 3.37034
101 22.75 0 3.37058
101 22.5 0 3.37098
