1899  3.1628  0.0499  014
100.1470  24.4348  100.0690  23.8785  3.1489
98.5925  24.4245  100.0690  23.8785  3.2195
100.2540  25.6093  100.0690  23.8785  3.1565
98.8518  25.8317  100.0690  23.8785  3.1885
98.0709  24.0851  100.0690  23.8785  3.1725
99.2454  24.0357  100.0690  23.8785  3.1412
99.3717  25.8854  100.0690  23.8785  3.2163
98.5197  25.0289  100.0690  23.8785  3.1532
100.1470  24.4348  99.9475  26.1088  3.1766
98.5197  25.0289  99.9475  26.1088  3.1512
100.2540  25.6093  99.9475  26.1088  3.2706
98.5925  24.4245  99.9475  26.1088  3.1276
99.2454  24.0357  99.9475  26.1088  3.1554
98.0709  24.0851  99.9475  26.1088  3.1667
99.3717  25.8854  99.9475  26.1088  3.1231
98.8518  25.8317  99.9475  26.1088  3.0882
100.0690  23.8785  99.9475  26.1088  3.2035
100.1470  24.4348  99.3717  25.8854  3.2035
99.2454  24.0357  98.5197  25.0289  3.2620
98.0709  24.0851  98.5197  25.0289  3.2341
100.2540  25.6093  98.5197  25.0289  3.1199
100.1470  24.4348  98.5197  25.0289  3.1716
99.3717  25.8854  98.5197  25.0289  3.1683
100.1470  24.4348  98.0709  24.0851  3.2198
99.2454  24.0357  98.0709  24.0851  3.2023
99.3717  25.8854  98.0709  24.0851  3.1599
100.2540  25.6093  98.8518  25.8317  3.1280
98.5197  25.0289  98.8518  25.8317  3.1697
100.1470  24.4348  98.8518  25.8317  3.1801
98.0709  24.0851  98.8518  25.8317  3.2275
98.5925  24.4245  98.8518  25.8317  3.2027
99.3717  25.8854  98.8518  25.8317  3.2026
99.2454  24.0357  98.8518  25.8317  3.2054
99.3717  25.8854  99.2454  24.0357  3.1445
100.1470  24.4348  99.2454  24.0357  3.2160
98.0709  24.0851  100.2540  25.6093  3.1886
99.2454  24.0357  100.2540  25.6093  3.2007
100.1470  24.4348  100.2540  25.6093  3.1092
99.3717  25.8854  100.2540  25.6093  3.1126
100.1470  24.4348  98.5925  24.4245  3.1617
98.5197  25.0289  98.5925  24.4245  3.0913
99.3717  25.8854  98.5925  24.4245  3.2212
100.2540  25.6093  98.5925  24.4245  3.1516
99.2454  24.0357  98.5925  24.4245  3.2267
100.8080  24.4547  99.5713  23.7032  3.1782
100.7200  24.6420  99.5713  23.7032  3.2181
100.7810  24.1990  99.5713  23.7032  3.2195
100.4120  23.9586  99.5713  23.7032  3.2193
100.8160  25.0395  99.5713  23.7032  3.2289
98.8783  23.5554  99.5713  23.7032  3.2378
100.2940  23.5890  99.5713  23.7032  3.1761
99.8346  24.9958  99.4801  25.0480  3.1192
97.7857  24.1826  99.4801  25.0480  3.1789
99.6235  24.5257  99.4801  25.0480  3.1847
97.9350  25.1078  99.4801  25.0480  3.0807
98.0252  24.4972  99.4801  25.0480  3.1860
100.2940  23.5890  99.4801  25.0480  3.1724
100.4690  24.5924  99.4801  25.0480  3.2756
97.9699  24.7130  99.4801  25.0480  3.1548
99.0268  23.8963  99.4801  25.0480  3.1866
99.7242  24.0204  99.4801  25.0480  3.2090
98.5651  24.1350  99.4801  25.0480  3.1927
97.6622  23.9027  99.4801  25.0480  3.2015
99.5529  24.2045  99.4801  25.0480  3.1237
100.8160  25.0395  99.4801  25.0480  3.1031
100.1990  24.7084  99.4801  25.0480  3.2753
99.3404  24.5305  99.4801  25.0480  3.0833
100.3690  24.1603  99.4801  25.0480  3.1693
98.2175  24.6619  99.4801  25.0480  3.2150
98.3382  24.3368  99.4801  25.0480  3.1626
100.7200  24.6420  99.4801  25.0480  3.1643
97.7332  24.3999  99.4801  25.0480  3.1994
100.4120  23.9586  99.4801  25.0480  3.1609
99.5713  23.7032  99.4801  25.0480  3.1683
100.0910  24.8650  99.4801  25.0480  3.1968
97.6568  24.6108  99.4801  25.0480  3.1693
98.8783  23.5554  99.4801  25.0480  3.2127
100.8080  24.4547  99.4801  25.0480  3.2329
99.8799  24.7112  97.6568  24.6108  3.1329
99.7242  24.0204  97.6568  24.6108  3.1740
98.5651  24.1350  97.6568  24.6108  3.1772
100.8080  24.4547  97.6568  24.6108  3.1784
97.6622  23.9027  97.6568  24.6108  3.1295
99.0268  23.8963  97.6568  24.6108  3.2170
97.7857  24.1826  97.6568  24.6108  3.1503
98.8783  23.5554  97.6568  24.6108  3.1855
99.9445  24.3191  97.6568  24.6108  3.1665
100.4120  23.9586  97.6568  24.6108  3.1611
100.7810  24.1990  97.6568  24.6108  3.1690
98.3382  24.3368  97.6568  24.6108  3.1130
100.0910  24.8650  97.6568  24.6108  3.1448
100.8160  25.0395  97.6568  24.6108  3.1530
98.2175  24.6619  97.6568  24.6108  3.2383
99.5529  24.2045  97.6568  24.6108  3.1566
100.3690  24.1603  97.6568  24.6108  3.1674
99.5713  23.7032  97.6568  24.6108  3.1879
100.7200  24.6420  97.6568  24.6108  3.1753
100.1990  24.7084  97.6568  24.6108  3.1595
100.4690  24.5924  97.6568  24.6108  3.1734
100.7810  24.1990  99.5529  24.2045  3.1415
98.8783  23.5554  99.5529  24.2045  3.2266
100.7200  24.6420  99.5529  24.2045  3.2441
100.8160  25.0395  99.5529  24.2045  3.1462
100.8080  24.4547  99.5529  24.2045  3.2260
99.5713  23.7032  99.5529  24.2045  3.1161
100.2940  23.5890  99.5529  24.2045  3.1749
100.4120  23.9586  99.5529  24.2045  3.1855
99.1663  24.7523  99.8316  25.8146  3.1757
98.8350  24.6942  99.8316  25.8146  3.1448
100.5960  26.2944  99.8316  25.8146  3.1193
99.0384  24.3221  99.8316  25.8146  3.1924
100.7200  24.6420  99.8316  25.8146  3.1270
98.0252  24.4972  99.8316  25.8146  3.1621
99.9868  25.4893  99.8316  25.8146  3.1272
98.4849  24.7484  99.8316  25.8146  3.1513
97.7857  24.1826  99.8316  25.8146  3.1849
99.9445  24.3191  99.8316  25.8146  3.1787
98.3382  24.3368  99.8316  25.8146  3.1548
99.6235  24.5257  99.8316  25.8146  3.1257
97.6622  23.9027  99.8316  25.8146  3.1926
98.6668  24.9037  99.8316  25.8146  3.1184
99.4801  25.0480  99.8316  25.8146  3.1182
99.8346  24.9958  99.8316  25.8146  3.0858
100.1990  24.7084  99.8316  25.8146  3.2630
99.4137  25.2954  99.8316  25.8146  3.1349
100.0910  24.8650  99.8316  25.8146  3.2305
100.8990  25.3230  99.8316  25.8146  3.1060
98.8431  25.1964  99.8316  25.8146  3.1051
99.5713  23.7032  99.8316  25.8146  3.1738
97.9699  24.7130  99.8316  25.8146  3.1276
99.8799  24.7112  99.8316  25.8146  3.1406
100.8960  25.5945  99.8316  25.8146  3.0739
100.1000  25.9100  99.8316  25.8146  3.1904
99.3404  24.5305  99.8316  25.8146  3.1580
98.3349  25.2175  99.8316  25.8146  3.0979
100.8160  25.0395  99.8316  25.8146  3.1348
97.6568  24.6108  99.8316  25.8146  3.1429
98.8634  25.4505  99.8316  25.8146  3.1829
99.7242  24.0204  99.8316  25.8146  3.1528
98.2175  24.6619  99.8316  25.8146  3.1759
100.3200  25.2400  99.8316  25.8146  3.0850
99.2375  25.4847  99.8316  25.8146  3.1939
99.6453  24.8769  99.8316  25.8146  3.0943
98.5651  24.1350  99.8316  25.8146  3.1790
98.5433  25.5117  99.8316  25.8146  3.0891
100.4900  25.3500  99.8316  25.8146  3.0747
99.0268  23.8963  99.8316  25.8146  3.1835
99.5529  24.2045  99.8316  25.8146  3.1367
98.8783  23.5554  99.8316  25.8146  3.1945
100.2940  23.5890  99.8316  25.8146  3.2565
100.7810  24.1990  99.8316  25.8146  3.1524
100.4990  25.5666  99.8316  25.8146  3.1836
97.7332  24.3999  99.8316  25.8146  3.1519
97.9350  25.1078  99.8316  25.8146  3.0979
100.8080  24.4547  99.8316  25.8146  3.1649
99.0325  24.5549  99.8316  25.8146  3.1803
98.0252  24.4972  100.5230  25.0541  3.2179
99.0268  23.8963  100.5230  25.0541  3.1611
99.0325  24.5549  100.5230  25.0541  3.1679
100.8990  25.3230  100.5230  25.0541  3.1224
98.8634  25.4505  100.5230  25.0541  3.1207
99.0384  24.3221  100.5230  25.0541  3.1988
97.6622  23.9027  100.5230  25.0541  3.2003
99.9445  24.3191  100.5230  25.0541  3.2151
98.3382  24.3368  100.5230  25.0541  3.1687
99.5529  24.2045  100.5230  25.0541  3.1685
97.9699  24.7130  100.5230  25.0541  3.1199
97.9350  25.1078  100.5230  25.0541  3.1106
97.7332  24.3999  100.5230  25.0541  3.1646
99.8799  24.7112  100.5230  25.0541  3.1589
98.6668  24.9037  100.5230  25.0541  3.1476
99.6235  24.5257  100.5230  25.0541  3.1389
100.4690  24.5924  100.5230  25.0541  3.0866
98.8350  24.6942  100.5230  25.0541  3.1414
98.4849  24.7484  100.5230  25.0541  3.1598
99.6453  24.8769  100.5230  25.0541  3.2017
99.2375  25.4847  100.5230  25.0541  3.0877
99.4801  25.0480  100.5230  25.0541  3.1120
99.5713  23.7032  100.5230  25.0541  3.2232
99.1663  24.7523  100.5230  25.0541  3.1355
98.5651  24.1350  100.5230  25.0541  3.1592
97.7857  24.1826  100.5230  25.0541  3.2102
100.4120  23.9586  100.5230  25.0541  3.1896
98.8431  25.1964  100.5230  25.0541  3.0762
99.8346  24.9958  100.5230  25.0541  3.1400
100.2940  23.5890  100.5230  25.0541  3.1628
100.5960  26.2944  100.5230  25.0541  3.1050
100.3690  24.1603  100.5230  25.0541  3.2067
98.3349  25.2175  100.5230  25.0541  3.1171
99.7242  24.0204  100.5230  25.0541  3.2550
98.8783  23.5554  100.5230  25.0541  3.1807
99.3404  24.5305  100.5230  25.0541  3.1869
98.5433  25.5117  100.5230  25.0541  3.0912
100.8960  25.5945  100.5230  25.0541  3.0420
100.0910  24.8650  100.5230  25.0541  3.2382
97.6568  24.6108  100.5230  25.0541  3.1537
100.1990  24.7084  100.5230  25.0541  3.1433
98.2175  24.6619  100.5230  25.0541  3.1683
100.1000  25.9100  100.5230  25.0541  3.2456
99.6453  24.8769  100.4990  25.5666  3.0823
99.8799  24.7112  100.4990  25.5666  3.1702
97.9699  24.7130  100.4990  25.5666  3.1430
98.3349  25.2175  100.4990  25.5666  3.1099
99.7242  24.0204  100.4990  25.5666  3.1753
100.7200  24.6420  100.4990  25.5666  3.2218
98.0252  24.4972  100.4990  25.5666  3.1393
97.6622  23.9027  100.4990  25.5666  3.1597
99.5529  24.2045  100.4990  25.5666  3.2012
98.6668  24.9037  100.4990  25.5666  3.0987
99.8346  24.9958  100.4990  25.5666  3.1340
97.7332  24.3999  100.4990  25.5666  3.1503
97.7857  24.1826  100.4990  25.5666  3.1567
100.7810  24.1990  100.4990  25.5666  3.2708
100.3690  24.1603  100.4990  25.5666  3.1772
98.5433  25.5117  100.4990  25.5666  3.0866
98.8431  25.1964  100.4990  25.5666  3.1074
100.4690  24.5924  100.4990  25.5666  3.1230
100.0910  24.8650  100.4990  25.5666  3.0895
99.5713  23.7032  100.4990  25.5666  3.1885
99.9445  24.3191  100.4990  25.5666  3.1362
99.4801  25.0480  100.4990  25.5666  3.1176
99.0268  23.8963  100.4990  25.5666  3.1495
100.2940  23.5890  100.4990  25.5666  3.1614
99.0325  24.5549  100.4990  25.5666  3.1063
98.8634  25.4505  100.4990  25.5666  3.0969
98.4849  24.7484  100.4990  25.5666  3.1203
98.8783  23.5554  100.4990  25.5666  3.1644
99.1663  24.7523  100.4990  25.5666  3.1029
100.5960  26.2944  100.4990  25.5666  3.0665
100.1990  24.7084  100.4990  25.5666  3.0740
99.2375  25.4847  100.4990  25.5666  3.0446
98.3382  24.3368  100.4990  25.5666  3.1352
100.4120  23.9586  100.4990  25.5666  3.1773
99.6235  24.5257  100.4990  25.5666  3.1817
97.9350  25.1078  100.4990  25.5666  3.1001
98.2175  24.6619  100.4990  25.5666  3.1333
99.0384  24.3221  100.4990  25.5666  3.1009
97.6568  24.6108  100.4990  25.5666  3.1446
99.3404  24.5305  100.4990  25.5666  3.1012
98.8350  24.6942  100.4990  25.5666  3.1475
98.5651  24.1350  100.4990  25.5666  3.1660
100.8080  24.4547  100.4990  25.5666  3.2723
100.2940  23.5890  100.8990  25.3230  3.1492
99.8346  24.9958  100.8990  25.3230  3.1562
100.4120  23.9586  100.8990  25.3230  3.1481
99.0384  24.3221  100.8990  25.3230  3.1500
98.8431  25.1964  100.8990  25.3230  3.0530
100.5960  26.2944  100.8990  25.3230  3.2331
99.6235  24.5257  100.8990  25.3230  3.1136
97.6568  24.6108  100.8990  25.3230  3.1370
99.0325  24.5549  100.8990  25.3230  3.1102
100.1990  24.7084  100.8990  25.3230  3.1774
98.2175  24.6619  100.8990  25.3230  3.1688
98.5433  25.5117  100.8990  25.3230  3.0740
98.3349  25.2175  100.8990  25.3230  3.0945
97.9350  25.1078  100.8990  25.3230  3.1026
98.8634  25.4505  100.8990  25.3230  3.0861
98.5651  24.1350  100.8990  25.3230  3.1471
99.4801  25.0480  100.8990  25.3230  3.0766
98.8783  23.5554  100.8990  25.3230  3.1713
99.5529  24.2045  100.8990  25.3230  3.1229
100.1000  25.9100  100.8990  25.3230  3.1185
99.1663  24.7523  100.8990  25.3230  3.1109
98.4849  24.7484  100.8990  25.3230  3.1605
98.0252  24.4972  100.8990  25.3230  3.1835
98.8350  24.6942  100.8990  25.3230  3.1204
100.7810  24.1990  100.8990  25.3230  3.1512
98.3382  24.3368  100.8990  25.3230  3.1403
99.2375  25.4847  100.8990  25.3230  3.0581
99.7242  24.0204  100.8990  25.3230  3.2275
97.6622  23.9027  100.8990  25.3230  3.1716
97.7332  24.3999  100.8990  25.3230  3.1709
97.9699  24.7130  100.8990  25.3230  3.1117
99.0268  23.8963  100.8990  25.3230  3.1669
100.0910  24.8650  100.8990  25.3230  3.1501
100.3690  24.1603  100.8990  25.3230  3.1539
99.8799  24.7112  100.8990  25.3230  3.0792
100.7200  24.6420  100.8990  25.3230  3.0765
97.7857  24.1826  100.8990  25.3230  3.1791
100.8080  24.4547  100.8990  25.3230  3.1458
