620  3.6692  0.1221  038
98.8518  25.8317  100.0690  23.8785  3.6974
98.0709  24.0851  100.0690  23.8785  3.6678
99.3717  25.8854  100.0690  23.8785  3.6375
98.5197  25.0289  100.0690  23.8785  3.6480
98.5925  24.4245  99.9475  26.1088  3.5647
99.2454  24.0357  99.9475  26.1088  3.5429
98.0709  24.0851  99.9475  26.1088  3.5883
100.0690  23.8785  99.9475  26.1088  3.6918
100.1470  24.4348  99.3717  25.8854  3.6603
100.2540  25.6093  98.5197  25.0289  3.7114
100.1470  24.4348  98.0709  24.0851  3.7747
99.2454  24.0357  98.0709  24.0851  3.8441
99.3717  25.8854  98.0709  24.0851  3.6159
100.2540  25.6093  98.8518  25.8317  3.6441
100.1470  24.4348  98.8518  25.8317  3.6432
98.0709  24.0851  98.8518  25.8317  3.6989
99.3717  25.8854  99.2454  24.0357  3.6458
98.0709  24.0851  100.2540  25.6093  3.6071
99.3717  25.8854  100.2540  25.6093  3.9345
99.3717  25.8854  98.5925  24.4245  3.6914
100.2540  25.6093  98.5925  24.4245  3.6232
97.7857  24.1826  99.4801  25.0480  3.5198
98.8783  23.5554  99.4801  25.0480  3.5327
100.7810  24.1990  97.6568  24.6108  3.6833
100.0910  24.8650  97.6568  24.6108  3.9792
100.8160  25.0395  97.6568  24.6108  3.8911
100.3690  24.1603  97.6568  24.6108  3.5690
100.2940  23.5890  97.6568  24.6108  3.5772
100.4690  24.5924  97.6568  24.6108  3.5138
99.0384  24.3221  99.8316  25.8146  3.6740
98.0252  24.4972  99.8316  25.8146  3.5137
97.6622  23.9027  99.8316  25.8146  3.5103
97.9699  24.7130  99.8316  25.8146  3.6190
98.2175  24.6619  99.8316  25.8146  3.5658
98.5651  24.1350  99.8316  25.8146  3.5312
99.0268  23.8963  99.8316  25.8146  3.6076
99.5529  24.2045  99.8316  25.8146  3.7918
98.8783  23.5554  99.8316  25.8146  3.6065
100.5230  25.0541  99.8316  25.8146  3.9411
100.4120  23.9586  99.8316  25.8146  3.7028
97.7332  24.3999  99.8316  25.8146  3.5063
97.9350  25.1078  99.8316  25.8146  3.7026
100.8080  24.4547  99.8316  25.8146  3.7862
99.0325  24.5549  99.8316  25.8146  3.5173
98.0252  24.4972  100.5230  25.0541  3.6687
99.0268  23.8963  100.5230  25.0541  3.6032
98.8634  25.4505  100.5230  25.0541  3.5670
98.3382  24.3368  100.5230  25.0541  3.7746
97.9699  24.7130  100.5230  25.0541  3.7733
97.9350  25.1078  100.5230  25.0541  3.6512
97.7332  24.3999  100.5230  25.0541  3.7028
99.6235  24.5257  100.5230  25.0541  3.9925
98.8350  24.6942  100.5230  25.0541  3.7816
98.4849  24.7484  100.5230  25.0541  3.7043
98.5651  24.1350  100.5230  25.0541  3.6899
97.7857  24.1826  100.5230  25.0541  3.5973
98.3349  25.2175  100.5230  25.0541  3.6181
98.8783  23.5554  100.5230  25.0541  3.5839
99.3404  24.5305  100.5230  25.0541  3.8832
98.5433  25.5117  100.5230  25.0541  3.5296
97.6568  24.6108  100.5230  25.0541  3.7546
98.2175  24.6619  100.5230  25.0541  3.7254
97.9699  24.7130  100.4990  25.5666  3.6454
98.3349  25.2175  100.4990  25.5666  3.6907
99.7242  24.0204  100.4990  25.5666  3.6801
98.0252  24.4972  100.4990  25.5666  3.6647
97.6622  23.9027  100.4990  25.5666  3.6619
98.6668  24.9037  100.4990  25.5666  3.6422
97.7332  24.3999  100.4990  25.5666  3.6883
98.5433  25.5117  100.4990  25.5666  3.6731
99.5713  23.7032  100.4990  25.5666  3.5730
100.2940  23.5890  100.4990  25.5666  3.7467
98.8634  25.4505  100.4990  25.5666  3.7314
98.4849  24.7484  100.4990  25.5666  3.6386
98.8783  23.5554  100.4990  25.5666  3.5834
98.3382  24.3368  100.4990  25.5666  3.6618
97.9350  25.1078  100.4990  25.5666  3.7056
98.2175  24.6619  100.4990  25.5666  3.6365
97.6568  24.6108  100.4990  25.5666  3.6626
98.8350  24.6942  100.4990  25.5666  3.5335
98.5651  24.1350  100.4990  25.5666  3.6040
100.2940  23.5890  100.8990  25.3230  3.7713
99.0384  24.3221  100.8990  25.3230  3.6688
98.8431  25.1964  100.8990  25.3230  3.6682
98.2175  24.6619  100.8990  25.3230  3.7215
98.5433  25.5117  100.8990  25.3230  3.6251
98.3349  25.2175  100.8990  25.3230  3.6659
97.9350  25.1078  100.8990  25.3230  3.7428
98.8634  25.4505  100.8990  25.3230  3.6247
98.5651  24.1350  100.8990  25.3230  3.6251
98.8783  23.5554  100.8990  25.3230  3.5464
99.1663  24.7523  100.8990  25.3230  3.8749
98.4849  24.7484  100.8990  25.3230  3.6763
98.0252  24.4972  100.8990  25.3230  3.6775
98.8350  24.6942  100.8990  25.3230  3.7504
98.3382  24.3368  100.8990  25.3230  3.6530
97.7332  24.3999  100.8990  25.3230  3.6875
97.9699  24.7130  100.8990  25.3230  3.7736
99.0268  23.8963  100.8990  25.3230  3.6666
97.7857  24.1826  100.8990  25.3230  3.7083
99.5713  23.7032  100.8990  25.3230  3.5932
98.6668  24.9037  100.8990  25.3230  3.6733
100.7200  24.6420  98.5651  24.1350  3.8485
100.8160  25.0395  98.5651  24.1350  3.7112
100.8080  24.4547  98.5651  24.1350  3.7617
100.8080  24.4547  98.8634  25.4505  3.5435
100.2940  23.5890  98.8634  25.4505  3.7331
100.4120  23.9586  98.8634  25.4505  3.6889
100.8160  25.0395  98.8634  25.4505  3.6050
97.6622  23.9027  98.8634  25.4505  3.5188
100.0910  24.8650  98.8634  25.4505  3.5223
99.7242  24.0204  98.8634  25.4505  3.7143
100.7810  24.1990  98.8634  25.4505  3.6014
99.6235  24.5257  98.8634  25.4505  3.8176
99.8346  24.9958  98.8634  25.4505  3.8116
99.5713  23.7032  98.8634  25.4505  3.6864
97.6622  23.9027  99.4137  25.2954  3.5583
100.8080  24.4547  99.4137  25.2954  3.5050
99.5713  23.7032  99.4137  25.2954  3.4375
100.0910  24.8650  97.6622  23.9027  3.4073
99.8799  24.7112  97.6622  23.9027  3.7200
100.8080  24.4547  97.6622  23.9027  3.8165
100.7810  24.1990  97.6622  23.9027  3.8689
100.7200  24.6420  97.6622  23.9027  3.7663
100.2940  23.5890  97.6622  23.9027  3.8823
100.1990  24.7084  97.6622  23.9027  3.9371
99.7242  24.0204  97.6622  23.9027  3.7732
97.9350  25.1078  99.9868  25.4893  3.6185
98.0252  24.4972  99.9868  25.4893  3.6820
