1618  3.5253  0.1011  028
98.5925  24.4245  100.0690  23.8785  3.4827
100.2540  25.6093  100.0690  23.8785  3.5509
98.8518  25.8317  100.0690  23.8785  3.5389
98.0709  24.0851  100.0690  23.8785  3.5480
99.2454  24.0357  100.0690  23.8785  3.6832
99.3717  25.8854  100.0690  23.8785  3.5048
98.5197  25.0289  100.0690  23.8785  3.5289
100.1470  24.4348  99.9475  26.1088  3.4611
98.5197  25.0289  99.9475  26.1088  3.4361
98.5925  24.4245  99.9475  26.1088  3.4631
99.2454  24.0357  99.9475  26.1088  3.4792
98.0709  24.0851  99.9475  26.1088  3.4610
98.8518  25.8317  99.9475  26.1088  3.4914
100.0690  23.8785  99.9475  26.1088  3.5238
100.1470  24.4348  99.3717  25.8854  3.5400
99.2454  24.0357  98.5197  25.0289  3.6302
98.0709  24.0851  98.5197  25.0289  3.6283
100.2540  25.6093  98.5197  25.0289  3.4583
100.1470  24.4348  98.5197  25.0289  3.4377
99.3717  25.8854  98.5197  25.0289  3.5056
100.1470  24.4348  98.0709  24.0851  3.6082
99.2454  24.0357  98.0709  24.0851  3.6372
99.3717  25.8854  98.0709  24.0851  3.4895
100.2540  25.6093  98.8518  25.8317  3.4099
98.5197  25.0289  98.8518  25.8317  3.7051
100.1470  24.4348  98.8518  25.8317  3.4806
98.0709  24.0851  98.8518  25.8317  3.5205
98.5925  24.4245  98.8518  25.8317  3.5297
99.2454  24.0357  98.8518  25.8317  3.5873
99.3717  25.8854  99.2454  24.0357  3.5148
98.0709  24.0851  100.2540  25.6093  3.4850
99.2454  24.0357  100.2540  25.6093  3.4268
100.1470  24.4348  100.2540  25.6093  3.5159
99.3717  25.8854  100.2540  25.6093  3.5245
100.1470  24.4348  98.5925  24.4245  3.4908
99.3717  25.8854  98.5925  24.4245  3.4785
100.2540  25.6093  98.5925  24.4245  3.4666
100.8080  24.4547  99.5713  23.7032  3.5459
100.7200  24.6420  99.5713  23.7032  3.4796
100.7810  24.1990  99.5713  23.7032  3.7084
100.8160  25.0395  99.5713  23.7032  3.4647
97.7857  24.1826  99.4801  25.0480  3.4889
97.9350  25.1078  99.4801  25.0480  3.5192
98.0252  24.4972  99.4801  25.0480  3.6063
100.2940  23.5890  99.4801  25.0480  3.6050
100.4690  24.5924  99.4801  25.0480  3.7633
99.0268  23.8963  99.4801  25.0480  3.5263
99.7242  24.0204  99.4801  25.0480  3.5952
98.5651  24.1350  99.4801  25.0480  3.4933
97.6622  23.9027  99.4801  25.0480  3.4896
100.8160  25.0395  99.4801  25.0480  3.5019
100.3690  24.1603  99.4801  25.0480  3.6394
98.2175  24.6619  99.4801  25.0480  3.6399
98.3382  24.3368  99.4801  25.0480  3.3877
100.7810  24.1990  99.4801  25.0480  3.5354
100.7200  24.6420  99.4801  25.0480  3.4693
97.7332  24.3999  99.4801  25.0480  3.4531
100.4120  23.9586  99.4801  25.0480  3.5691
99.5713  23.7032  99.4801  25.0480  3.4579
97.6568  24.6108  99.4801  25.0480  3.5708
98.8783  23.5554  99.4801  25.0480  3.5298
100.8080  24.4547  99.4801  25.0480  3.4425
99.8799  24.7112  97.6568  24.6108  3.6262
99.7242  24.0204  97.6568  24.6108  3.5240
98.5651  24.1350  97.6568  24.6108  3.6281
100.8080  24.4547  97.6568  24.6108  3.6226
99.0268  23.8963  97.6568  24.6108  3.5949
99.9445  24.3191  97.6568  24.6108  3.4745
100.4120  23.9586  97.6568  24.6108  3.5171
100.7810  24.1990  97.6568  24.6108  3.5401
100.0910  24.8650  97.6568  24.6108  3.6103
100.8160  25.0395  97.6568  24.6108  3.5389
99.5529  24.2045  97.6568  24.6108  3.5086
100.3690  24.1603  97.6568  24.6108  3.5490
99.5713  23.7032  97.6568  24.6108  3.5322
100.7200  24.6420  97.6568  24.6108  3.5945
100.1990  24.7084  97.6568  24.6108  3.5822
100.2940  23.5890  97.6568  24.6108  3.4937
100.4690  24.5924  97.6568  24.6108  3.4151
100.7810  24.1990  99.5529  24.2045  3.5514
100.7200  24.6420  99.5529  24.2045  3.6797
100.8160  25.0395  99.5529  24.2045  3.5213
100.8080  24.4547  99.5529  24.2045  3.7032
100.2940  23.5890  99.5529  24.2045  3.7263
100.4120  23.9586  99.5529  24.2045  3.7616
99.1663  24.7523  99.8316  25.8146  3.3915
98.8350  24.6942  99.8316  25.8146  3.4099
100.5960  26.2944  99.8316  25.8146  3.6891
99.0384  24.3221  99.8316  25.8146  3.4906
100.7200  24.6420  99.8316  25.8146  3.5178
98.0252  24.4972  99.8316  25.8146  3.4168
100.3690  24.1603  99.8316  25.8146  3.5510
98.4849  24.7484  99.8316  25.8146  3.4419
97.7857  24.1826  99.8316  25.8146  3.4620
99.9445  24.3191  99.8316  25.8146  3.4571
98.3382  24.3368  99.8316  25.8146  3.4780
99.6235  24.5257  99.8316  25.8146  3.5080
97.6622  23.9027  99.8316  25.8146  3.4661
98.6668  24.9037  99.8316  25.8146  3.4193
99.4801  25.0480  99.8316  25.8146  3.6331
99.8346  24.9958  99.8316  25.8146  3.8224
100.1990  24.7084  99.8316  25.8146  3.6394
100.0910  24.8650  99.8316  25.8146  3.7715
100.8990  25.3230  99.8316  25.8146  3.4002
98.8431  25.1964  99.8316  25.8146  3.4619
99.5713  23.7032  99.8316  25.8146  3.5948
97.9699  24.7130  99.8316  25.8146  3.4577
99.8799  24.7112  99.8316  25.8146  3.5374
