>
112.01591 24.739962
112.02962 24.770937
112.07713 24.803442
112.09766 24.831869
112.1181 24.835032
112.13591 24.810869
112.14929 24.815426
112.16705 24.915649
112.16013 24.9293
112.1088 24.966877
112.11293 24.989372
112.14488 25.0196
112.14124 25.05337 
112.15547 25.073309
112.18076 25.183929
112.19981 25.202015
112.24715 25.162123
112.27247 25.166393
112.29037 25.15691
112.30614 25.173384
112.35634 25.192699
112.38564 25.147097
112.39799 25.141529
112.41396 25.147425
112.43898 25.182446
112.4562 25.149746
112.48175 25.151455
112.53542 25.127052
112.651 25.131647
112.66518 25.106293
112.68684 25.097424
112.71735 25.060472
112.7007 25.03624
112.69794 25.010538
112.73523 25.000637
112.7374 24.96204
112.77531 24.941101
112.77395 24.896971
112.85538 24.896864
112.89095 24.919548
112.98813 24.921261
113.00189 24.932623
113.00326 24.963846
113.00233 24.992332
112.97742 25.000128
112.98015 25.018707
112.9687 25.034193
112.9724 25.047943
112.99701 25.056686
113.0089 25.079548
112.96378 25.135979
112.96023 25.157139
112.98117 25.175102
113.02563 25.192167
113.0238 25.20895
112.97398 25.254402
112.89535 25.23852
112.86255 25.247738
112.85276 25.329348
112.86664 25.324646
112.88553 25.338737
112.89658 25.306263
112.92036 25.304003
112.93948 25.339214
112.96103 25.340872
112.97991 25.3538
113.01506 25.348438
113.04117 25.371174
113.0793 25.382307
113.09519 25.417299
113.12275 25.412214
113.12354 25.454695
113.15414 25.487932
113.18932 25.483677
113.22728 25.515215
113.27576 25.499546
113.28463 25.517138
113.29404 25.518644
113.293 25.498903
113.30824 25.48243
113.30216 25.447124
113.31748 25.454996
113.35098 25.439236
113.36461 25.400726
113.39175 25.402485
113.41264 25.392826
113.43826 25.361746
113.46732 25.373116
113.50102 25.374084
113.51688 25.351151
113.53484 25.365858
113.57649 25.341442
113.56849 25.31913
113.57375 25.313457
113.61793 25.320236
113.63969 25.333961
113.67104 25.330557
113.68225 25.34947
113.71482 25.357525
113.72681 25.348402
113.74532 25.363075
113.75488 25.359266
113.76217 25.328156
113.81207 25.328133
113.82568 25.338501
113.83244 25.361374
113.86565 25.376736
113.87763 25.393784
113.88377 25.436417
113.93471 25.435879
