  97.0   27.0    0   1.5931 
  97.2   27.0    0   2.2249 
  97.5   27.0    0   2.5393 
  97.8   27.0    0   2.8297 
  98.0   27.0    0   2.5567 
  98.2   27.0    0   2.1792 
  98.5   27.0    0   2.4372 
  98.8   27.0    0   2.8197 
  99.0   27.0    0   2.5630 
  99.2   27.0    0   2.1804 
  99.5   27.0    0   2.4370 
  99.8   27.0    0   2.8196 
 100.0   27.0    0   2.5630 
 100.2   27.0    0   2.1804 
 100.5   27.0    0   2.4369 
 100.8   27.0    0   2.8191 
 101.0   27.0    0   2.5620 
 101.2   27.0    0   2.1793 
 101.5   27.0    0   2.4484 
 101.8   27.0    0   2.9330 
 102.0   27.0    0   3.0098 
  97.0   26.8    0   1.8469 
  97.2   26.8    0   2.1000 
  97.5   26.8    0   2.5145 
  97.8   26.8    0   2.9000 
  98.0   26.8    0   2.5436 
  98.2   26.8    0   2.1000 
  98.5   26.8    0   2.4511 
  98.8   26.8    0   2.9000 
  99.0   26.8    0   2.5493 
  99.2   26.8    0   2.1000 
  99.5   26.8    0   2.4507 
  99.8   26.8    0   2.9000 
 100.0   26.8    0   2.5494 
 100.2   26.8    0   2.1000 
 100.5   26.8    0   2.4506 
 100.8   26.8    0   2.9000 
 101.0   26.8    0   2.5507 
 101.2   26.8    0   2.1000 
 101.5   26.8    0   2.4222 
 101.8   26.8    0   2.9000 
 102.0   26.8    0   2.9330 
  97.0   26.5    0   2.4180 
  97.2   26.5    0   2.5468 
  97.5   26.5    0   2.5576 
  97.8   26.5    0   2.4554 
  98.0   26.5    0   2.4587 
  98.2   26.5    0   2.5452 
  98.5   26.5    0   2.5390 
  98.8   26.5    0   2.4547 
  99.0   26.5    0   2.4613 
  99.2   26.5    0   2.5453 
  99.5   26.5    0   2.5387 
  99.8   26.5    0   2.4547 
 100.0   26.5    0   2.4613 
 100.2   26.5    0   2.5453 
 100.5   26.5    0   2.5387 
 100.8   26.5    0   2.4548 
 101.0   26.5    0   2.4612 
 101.2   26.5    0   2.5410 
 101.5   26.5    0   2.5174 
 101.8   26.5    0   2.4222 
 102.0   26.5    0   2.4484 
  97.0   26.2    0   2.7923 
  97.2   26.2    0   2.9000 
  97.5   26.2    0   2.5178 
  97.8   26.2    0   2.1000 
  98.0   26.2    0   2.4701 
  98.2   26.2    0   2.9000 
  98.5   26.2    0   2.5299 
  98.8   26.2    0   2.1000 
  99.0   26.2    0   2.4702 
  99.2   26.2    0   2.9000 
  99.5   26.2    0   2.5298 
  99.8   26.2    0   2.1000 
 100.0   26.2    0   2.4702 
 100.2   26.2    0   2.9000 
 100.5   26.2    0   2.5298 
 100.8   26.2    0   2.1000 
 101.0   26.2    0   2.4699 
 101.2   26.2    0   2.9000 
 101.5   26.2    0   2.5410 
 101.8   26.2    0   2.1000 
 102.0   26.2    0   2.1793 
  97.0   26.0    0   2.4851 
  97.2   26.0    0   2.4762 
  97.5   26.0    0   2.4539 
  97.8   26.0    0   2.5313 
  98.0   26.0    0   2.5479 
  98.2   26.0    0   2.4675 
  98.5   26.0    0   2.4518 
  98.8   26.0    0   2.5326 
  99.0   26.0    0   2.5483 
  99.2   26.0    0   2.4674 
  99.5   26.0    0   2.4517 
  99.8   26.0    0   2.5326 
 100.0   26.0    0   2.5483 
 100.2   26.0    0   2.4674 
 100.5   26.0    0   2.4517 
 100.8   26.0    0   2.5327 
 101.0   26.0    0   2.5489 
 101.2   26.0    0   2.4699 
 101.5   26.0    0   2.4612 
 101.8   26.0    0   2.5507 
 102.0   26.0    0   2.5620 
  97.0   25.8    0   2.1822 
  97.2   25.8    0   2.1000 
  97.5   25.8    0   2.4864 
  97.8   25.8    0   2.9000 
  98.0   25.8    0   2.5310 
  98.2   25.8    0   2.1000 
  98.5   25.8    0   2.4680 
  98.8   25.8    0   2.9000 
  99.0   25.8    0   2.5320 
  99.2   25.8    0   2.1000 
  99.5   25.8    0   2.4680 
  99.8   25.8    0   2.9000 
 100.0   25.8    0   2.5320 
 100.2   25.8    0   2.1000 
 100.5   25.8    0   2.4679 
 100.8   25.8    0   2.9000 
 101.0   25.8    0   2.5327 
 101.2   25.8    0   2.1000 
 101.5   25.8    0   2.4548 
 101.8   25.8    0   2.9000 
 102.0   25.8    0   2.8191 
  97.0   25.5    0   2.5096 
  97.2   25.5    0   2.5235 
  97.5   25.5    0   2.5476 
  97.8   25.5    0   2.4693 
  98.0   25.5    0   2.4520 
  98.2   25.5    0   2.5319 
  98.5   25.5    0   2.5480 
  98.8   25.5    0   2.4680 
  99.0   25.5    0   2.4520 
  99.2   25.5    0   2.5320 
  99.5   25.5    0   2.5480 
  99.8   25.5    0   2.4680 
 100.0   25.5    0   2.4520 
 100.2   25.5    0   2.5320 
 100.5   25.5    0   2.5480 
 100.8   25.5    0   2.4679 
 101.0   25.5    0   2.4517 
 101.2   25.5    0   2.5298 
 101.5   25.5    0   2.5387 
 101.8   25.5    0   2.4506 
 102.0   25.5    0   2.4369 
  97.0   25.2    0   2.8175 
  97.2   25.2    0   2.9000 
  97.5   25.2    0   2.5139 
  97.8   25.2    0   2.1000 
  98.0   25.2    0   2.4690 
  98.2   25.2    0   2.9000 
  98.5   25.2    0   2.5319 
  98.8   25.2    0   2.1000 
  99.0   25.2    0   2.4680 
  99.2   25.2    0   2.9000 
  99.5   25.2    0   2.5320 
  99.8   25.2    0   2.1000 
 100.0   25.2    0   2.4680 
 100.2   25.2    0   2.9000 
 100.5   25.2    0   2.5320 
 100.8   25.2    0   2.1000 
 101.0   25.2    0   2.4674 
 101.2   25.2    0   2.9000 
 101.5   25.2    0   2.5453 
 101.8   25.2    0   2.1000 
 102.0   25.2    0   2.1804 
  97.0   25.0    0   2.4908 
